"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation","minusLog10P","minusLog10FDR","Mean_expression","log2Mean_expression","Direction"
"ABCC4","Mock","ZIKV",5.01193,2.49576,-1.00589,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.753845,2.24909486470718,"Down in ZIKV"
"TPX2","Mock","ZIKV",52.1717,25.984,-1.00564,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,39.07785,5.32473321126641,"Down in ZIKV"
"PTGIS","Mock","ZIKV",4.37476,2.1796,-1.00514,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,3.27718,2.09665992258554,"Down in ZIKV"
"ELP6","Mock","ZIKV",19.4536,9.70207,-1.00367,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,14.577835,3.96142283715728,"Down in ZIKV"
"NUSAP1","Mock","ZIKV",70.3669,35.1085,-1.00308,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,52.7377,5.74786266950224,"Down in ZIKV"
"NT5DC3","Mock","ZIKV",3.93027,1.96124,-1.00286,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,2.945755,1.98030137895597,"Down in ZIKV"
"ZNF782","Mock","ZIKV",1.7455,0.87119,-1.00258,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,1.308345,1.20685886202173,"Down in ZIKV"
"COA4","Mock","ZIKV",23.0254,11.4994,-1.00167,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,17.2624,4.190804468127,"Down in ZIKV"
"NEURL1B","Mock","ZIKV",6.48021,3.23946,-1.00029,5e-05,"yes",0.000320686218678815,"Down_in_ZIKV",4.30102999566398,3.49391970324695,4.859835,2.55086004211627,"Down in ZIKV"
"HSPA9","Mock","ZIKV",53.0341,106.077,1.00012,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,79.55555,6.33191208396377,"Up in ZIKV"
"TRPS1","Mock","ZIKV",5.51623,11.0367,1.00055,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,8.276465,3.21357513955915,"Up in ZIKV"
"PTP4A1","Mock","ZIKV",59.2282,118.744,1.00349,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,88.9861,6.49163026288744,"Up in ZIKV"
"MGAT2","Mock","ZIKV",12.6351,25.3354,1.00371,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,18.98525,4.32086371475627,"Up in ZIKV"
"ALPK3","Mock","ZIKV",0.434369,0.871744,1.00498,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,0.6530565,0.725136035505475,"Up in ZIKV"
"DERL2","Mock","ZIKV",18.8324,37.8039,1.00532,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,28.31815,4.87372216595692,"Up in ZIKV"
"SPATA17","Mock","ZIKV",3.21298,6.45572,1.00667,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.83435,2.54457193545075,"Up in ZIKV"
"SLC41A2","Mock","ZIKV",1.9781,3.97586,1.00715,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,2.97698,1.99167330693232,"Up in ZIKV"
"NFKB2","Mock","ZIKV",3.72372,7.50651,1.0114,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,5.615115,2.72576623715211,"Up in ZIKV"
"ERO1LB","Mock","ZIKV",3.71399,7.48697,1.01141,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,5.60048,2.72257094393159,"Up in ZIKV"
"GOLGA4","Mock","ZIKV",14.9164,30.1178,1.01371,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,22.5171,4.55563826077718,"Up in ZIKV"
"NFAT5","Mock","ZIKV",9.25838,18.7014,1.01431,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,13.97989,3.90495512475631,"Up in ZIKV"
"PARD6B","Mock","ZIKV",2.29327,4.63296,1.01453,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,3.463115,2.15805098064135,"Up in ZIKV"
"DDX58","Mock","ZIKV",1.22326,2.47192,1.0149,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.84759,1.50974144000249,"Up in ZIKV"
"SKIL","Mock","ZIKV",15.3213,30.9824,1.01591,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,23.15185,4.59406179672699,"Up in ZIKV"
"ATF3","Mock","ZIKV",26.2022,53.0097,1.01657,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,39.60595,5.3436192362523,"Up in ZIKV"
"TVP23B","Mock","ZIKV",9.33444,18.9006,1.0178,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,14.11752,3.91814958251792,"Up in ZIKV"
"CHORDC1","Mock","ZIKV",12.3123,24.9446,1.01863,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,18.62845,4.29487434687621,"Up in ZIKV"
"PHLDB3","Mock","ZIKV",1.52295,3.08675,1.01922,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,2.30485,1.72458479240857,"Up in ZIKV"
"CCRN4L","Mock","ZIKV",2.7629,5.60146,1.01962,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.18218,2.37355912755917,"Up in ZIKV"
"CCDC174","Mock","ZIKV",8.53858,17.3126,1.01975,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,12.92559,3.79966654791351,"Up in ZIKV"
"PLEKHF2","Mock","ZIKV",4.76099,9.65568,1.02012,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,7.208335,3.03708961166819,"Up in ZIKV"
"TIPARP","Mock","ZIKV",5.77319,11.7174,1.02121,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,8.745295,3.28470585799167,"Up in ZIKV"
"SLC1A5","Mock","ZIKV",26.4427,53.6869,1.0217,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,40.0648,5.35983036654864,"Up in ZIKV"
"APLF","Mock","ZIKV",0.766657,1.55952,1.02445,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.1630885,1.11309269253021,"Up in ZIKV"
"ZNF555","Mock","ZIKV",2.60665,5.31035,1.02661,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,3.9585,2.30990375572274,"Up in ZIKV"
"ZNF709","Mock","ZIKV",4.04732,8.24854,1.02717,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,6.14793,2.83752550607116,"Up in ZIKV"
"CDC37L1","Mock","ZIKV",7.30725,14.8962,1.02754,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,11.101725,3.59714080119459,"Up in ZIKV"
"PPFIBP1","Mock","ZIKV",6.41622,13.0887,1.02853,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.75246,3.42659485924047,"Up in ZIKV"
"NR4A1","Mock","ZIKV",10.4525,21.3672,1.03156,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,15.90985,4.07979195716536,"Up in ZIKV"
"MAP3K8","Mock","ZIKV",1.10862,2.26775,1.03249,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.688185,1.42663242732739,"Up in ZIKV"
"PPP2R2B","Mock","ZIKV",11.7367,24.0174,1.03305,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,17.87705,4.23856142087412,"Up in ZIKV"
"OVGP1","Mock","ZIKV",2.16442,4.43608,1.0353,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,3.30025,2.10442053499518,"Up in ZIKV"
"LIN37","Mock","ZIKV",8.57721,17.5885,1.03605,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,13.082855,3.81586793431742,"Up in ZIKV"
"UHMK1","Mock","ZIKV",9.88459,20.2822,1.03696,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,15.083395,4.00750006811316,"Up in ZIKV"
"OSBP","Mock","ZIKV",12.2329,25.1057,1.03725,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,18.6693,4.2978737101297,"Up in ZIKV"
"SLC25A33","Mock","ZIKV",12.9284,26.5363,1.03742,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,19.73235,4.37381174926005,"Up in ZIKV"
"RBMS1","Mock","ZIKV",4.01815,8.25272,1.03834,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,6.135435,2.83500138390047,"Up in ZIKV"
"DUSP14","Mock","ZIKV",11.0304,22.6657,1.03903,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,16.84805,4.15769455519181,"Up in ZIKV"
"RNF19B","Mock","ZIKV",9.34543,19.2329,1.04125,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,14.289165,3.93443771262245,"Up in ZIKV"
"UBR3","Mock","ZIKV",11.8815,24.5046,1.04433,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,18.19305,4.26251208574494,"Up in ZIKV"
"FAM43A","Mock","ZIKV",1.61284,3.32677,1.04452,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,2.469805,1.79485458688482,"Up in ZIKV"
"ZMAT4","Mock","ZIKV",4.85266,10.0148,1.04528,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,7.43373,3.07617083547806,"Up in ZIKV"
"AHCYL2","Mock","ZIKV",9.90446,20.445,1.0456,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,15.17473,4.0156697248231,"Up in ZIKV"
"GOLGB1","Mock","ZIKV",24.4305,50.4353,1.04575,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,37.4329,5.26426993565881,"Up in ZIKV"
"UBE2E2","Mock","ZIKV",9.4045,19.4195,1.04609,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,14.412,3.94598218599746,"Up in ZIKV"
"PPM1H","Mock","ZIKV",0.923705,1.90778,1.04639,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.4157425,1.27246668240655,"Up in ZIKV"
"GPT2","Mock","ZIKV",18.1502,37.4937,1.04667,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,27.82195,4.84909604178655,"Up in ZIKV"
"DUSP15","Mock","ZIKV",3.44793,7.13587,1.04936,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,5.2919,2.65349574153387,"Up in ZIKV"
"SLC35G2","Mock","ZIKV",3.17844,6.58109,1.05001,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.879765,2.55575849517904,"Up in ZIKV"
"NFKBIE","Mock","ZIKV",3.62731,7.51749,1.05135,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,5.5724,2.71642028620024,"Up in ZIKV"
"SOCS1","Mock","ZIKV",2.20154,4.56366,1.05168,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,3.3826,2.13178701006254,"Up in ZIKV"
"CCDC64","Mock","ZIKV",5.88834,12.2216,1.0535,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.05497,3.32983687211334,"Up in ZIKV"
"GOLGA3","Mock","ZIKV",9.92542,20.6233,1.05508,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,15.27436,4.02452890445455,"Up in ZIKV"
"SLC4A10","Mock","ZIKV",2.47331,5.14347,1.0563,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,3.80839,2.26555391523535,"Up in ZIKV"
"RNF113A","Mock","ZIKV",7.11744,14.8298,1.05907,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,10.97362,3.5817874849714,"Up in ZIKV"
"INO80D","Mock","ZIKV",4.02162,8.39115,1.06109,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,6.206385,2.84927572958227,"Up in ZIKV"
"C12orf23","Mock","ZIKV",9.76273,20.3756,1.06149,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,15.069165,4.00622305926707,"Up in ZIKV"
"YOD1","Mock","ZIKV",8.60214,17.9558,1.06169,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,13.27897,3.83582001056491,"Up in ZIKV"
"ABCA1","Mock","ZIKV",9.71186,20.2818,1.06237,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,14.99683,3.99971413772586,"Up in ZIKV"
"SMAD7","Mock","ZIKV",3.58815,7.50161,1.06396,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,5.54488,2.71036674068205,"Up in ZIKV"
"ZXDB","Mock","ZIKV",3.80391,7.95368,1.06414,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,5.878795,2.78215586147061,"Up in ZIKV"
"ACVR1","Mock","ZIKV",6.5989,13.8147,1.06591,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,10.2068,3.48630248336204,"Up in ZIKV"
"FGFR1OP2","Mock","ZIKV",17.4383,36.5445,1.0674,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,26.9914,4.80691174051725,"Up in ZIKV"
"NUCB2","Mock","ZIKV",21.1223,44.4473,1.07333,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,32.7848,5.07830240953466,"Up in ZIKV"
"SPTY2D1","Mock","ZIKV",5.04335,10.6203,1.07437,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,7.831825,3.1427115858238,"Up in ZIKV"
"CLK1","Mock","ZIKV",42.4612,89.4279,1.07458,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,65.94455,6.06489470446208,"Up in ZIKV"
"ABCG1","Mock","ZIKV",5.92011,12.4776,1.07564,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.198855,3.35033528840326,"Up in ZIKV"
"CDKN2AIP","Mock","ZIKV",21.2133,44.8701,1.08079,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,33.0417,5.08923118009952,"Up in ZIKV"
"RBM15","Mock","ZIKV",6.81615,14.469,1.08594,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,10.642575,3.54133827073506,"Up in ZIKV"
"NEK7","Mock","ZIKV",14.7523,31.3336,1.08677,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,23.04295,4.5875420162802,"Up in ZIKV"
"RC3H1","Mock","ZIKV",6.76597,14.3811,1.08781,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,10.573535,3.53275768085687,"Up in ZIKV"
"UTY","Mock","ZIKV",6.25818,13.3165,1.0894,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.78734,3.4312672561068,"Up in ZIKV"
"HSD17B14","Mock","ZIKV",2.96921,6.32698,1.09144,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.648095,2.49776435469908,"Up in ZIKV"
"AMMECR1","Mock","ZIKV",2.49397,5.31562,1.09179,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,3.904795,2.29419283906145,"Up in ZIKV"
"LPPR4","Mock","ZIKV",0.824723,1.75934,1.09305,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.2920315,1.19662687157366,"Up in ZIKV"
"KLHL28","Mock","ZIKV",7.04063,15.0282,1.09389,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,11.034415,3.58909410814874,"Up in ZIKV"
"NAMPT","Mock","ZIKV",8.23045,17.5692,1.09401,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,12.899825,3.79699481429503,"Up in ZIKV"
"ZNF79","Mock","ZIKV",3.56041,7.6081,1.09549,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,5.584255,2.71902021062458,"Up in ZIKV"
"ITPKC","Mock","ZIKV",5.80281,12.4023,1.09578,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.102555,3.33664830070334,"Up in ZIKV"
"PER1","Mock","ZIKV",7.76766,16.6034,1.09593,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,12.18553,3.72088365721643,"Up in ZIKV"
"TBL2","Mock","ZIKV",12.1384,26.0196,1.10002,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,19.079,4.32761551502437,"Up in ZIKV"
"SBDSP1","Mock","ZIKV",11.4473,24.5388,1.10006,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,17.99305,4.24739969424265,"Up in ZIKV"
"NFXL1","Mock","ZIKV",5.9496,12.7599,1.10075,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.35475,3.37222081714553,"Up in ZIKV"
"CHIC2","Mock","ZIKV",12.9654,27.8313,1.10205,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,20.39835,4.41942765139267,"Up in ZIKV"
"RBM39","Mock","ZIKV",131.914,283.206,1.10225,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,207.56,7.70431867776083,"Up in ZIKV"
"MED26","Mock","ZIKV",2.96886,6.38033,1.10372,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.674595,2.50451742987638,"Up in ZIKV"
"ZNF433","Mock","ZIKV",4.50103,9.67355,1.10379,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,7.08729,3.01565634560381,"Up in ZIKV"
"SRPRB","Mock","ZIKV",9.41092,20.2386,1.1047,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,14.82476,3.98411171463985,"Up in ZIKV"
"PELO","Mock","ZIKV",2.95623,6.39456,1.11309,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.675395,2.50472080556827,"Up in ZIKV"
"HIST1H2BD","Mock","ZIKV",13.3347,28.8528,1.11352,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,21.09375,4.4655664048094,"Up in ZIKV"
"PGPEP1","Mock","ZIKV",2.9184,6.33052,1.11715,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.62446,2.49171459095739,"Up in ZIKV"
"ZNF264","Mock","ZIKV",4.31196,9.35562,1.11749,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,6.83379,2.96971045455629,"Up in ZIKV"
"FNIP1","Mock","ZIKV",5.74417,12.4845,1.11997,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.114335,3.33832956320267,"Up in ZIKV"
"AGO3","Mock","ZIKV",4.11738,8.95219,1.12051,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,6.534785,2.91356634608201,"Up in ZIKV"
"GEM","Mock","ZIKV",2.3506,5.11113,1.12061,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,3.730865,2.24210399268019,"Up in ZIKV"
"SIX4","Mock","ZIKV",1.21982,2.65874,1.12407,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.93928,1.55546279872051,"Up in ZIKV"
"SYDE2","Mock","ZIKV",2.0981,4.57552,1.12485,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,3.33681,2.11663423866741,"Up in ZIKV"
"ATF5","Mock","ZIKV",7.73419,16.8758,1.12564,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,12.304995,3.73389606308466,"Up in ZIKV"
"SAMD4A","Mock","ZIKV",1.75904,3.83875,1.12585,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,2.798895,1.92557983701669,"Up in ZIKV"
"RAB5A","Mock","ZIKV",24.2898,53.0654,1.12742,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,38.6776,5.31025285819244,"Up in ZIKV"
"KLHL15","Mock","ZIKV",6.1189,13.3689,1.12754,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.7439,3.42544587678923,"Up in ZIKV"
"PLEKHH3","Mock","ZIKV",8.98074,19.6262,1.12787,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,14.30347,3.93578691017043,"Up in ZIKV"
"UGDH","Mock","ZIKV",15.7235,34.3712,1.12828,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,25.04735,4.70306469824217,"Up in ZIKV"
"ZBTB43","Mock","ZIKV",5.2305,11.4608,1.13168,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,8.34565,3.22429500845037,"Up in ZIKV"
"SEC24A","Mock","ZIKV",9.99208,21.9103,1.13275,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,15.95119,4.08331465124815,"Up in ZIKV"
"SND1","Mock","ZIKV",40.5489,89.0296,1.13462,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,64.78925,6.03977996093439,"Up in ZIKV"
"ING2","Mock","ZIKV",9.89581,21.7579,1.13665,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,15.826855,4.07269365183486,"Up in ZIKV"
"OSGIN2","Mock","ZIKV",2.67033,5.87484,1.13753,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.272585,2.39851044807302,"Up in ZIKV"
"NCK1","Mock","ZIKV",7.17688,15.7965,1.13818,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,11.48669,3.64231918965102,"Up in ZIKV"
"SSR3","Mock","ZIKV",29.1137,64.1684,1.14017,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,46.64105,5.57413330517376,"Up in ZIKV"
"DDX3Y","Mock","ZIKV",26.117,57.5836,1.14067,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,41.8503,5.42123339973849,"Up in ZIKV"
"ZNF844","Mock","ZIKV",6.28229,13.8859,1.14426,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,10.084095,3.47041907598006,"Up in ZIKV"
"NUDT4","Mock","ZIKV",6.15925,13.6173,1.14461,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,9.888275,3.44470350476678,"Up in ZIKV"
"PCLO","Mock","ZIKV",5.43823,12.0294,1.14535,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,8.733815,3.28300535514663,"Up in ZIKV"
"DNAJC25","Mock","ZIKV",8.92359,19.7399,1.14542,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,14.331745,3.9384500032066,"Up in ZIKV"
"TIMP3","Mock","ZIKV",6.4893,14.3859,1.14852,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,10.4376,3.51571245195603,"Up in ZIKV"
"VCPIP1","Mock","ZIKV",3.26236,7.23706,1.14949,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,5.24971,2.64378924717175,"Up in ZIKV"
"PER2","Mock","ZIKV",2.7183,6.04093,1.15207,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.379615,2.42750292789981,"Up in ZIKV"
"SEC23B","Mock","ZIKV",21.9513,48.7839,1.1521,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,35.3676,5.18458181632718,"Up in ZIKV"
"PDCD2L","Mock","ZIKV",6.68565,14.8613,1.15242,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,10.773475,3.55746829677046,"Up in ZIKV"
"SH3BGR","Mock","ZIKV",2.92904,6.52422,1.15538,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,4.72663,2.51768639333394,"Up in ZIKV"
"FLRT2","Mock","ZIKV",0.882904,1.96665,1.15541,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.424777,1.2778520727482,"Up in ZIKV"
"VIMP","Mock","ZIKV",27.1855,60.7469,1.15998,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,43.9662,5.4907690648895,"Up in ZIKV"
"PLCD1","Mock","ZIKV",8.78935,19.6405,1.16,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,14.214925,3.92741531717926,"Up in ZIKV"
"SMIM14","Mock","ZIKV",24.26,54.2158,1.16013,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,39.2379,5.33048310831503,"Up in ZIKV"
"SLC15A2","Mock","ZIKV",0.999818,2.23858,1.16285,5e-05,"yes",0.000320686218678815,"Up_in_ZIKV",4.30102999566398,3.49391970324695,1.619199,1.38912567610945,"Up in ZIKV"
