"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation"
"FAM81A","Mock","ZIKV",1.52287,0.84492,-0.849905,3e-04,"yes",0.00165341326156105,"Not_significant"
"RNASEH2C","Mock","ZIKV",18.557,10.3103,-0.847886,3e-04,"yes",0.00165341326156105,"Not_significant"
"LOC728613","Mock","ZIKV",2.51168,1.50406,-0.739793,3e-04,"yes",0.00165341326156105,"Not_significant"
"HPS1","Mock","ZIKV",5.03635,3.19981,-0.654394,3e-04,"yes",0.00165341326156105,"Not_significant"
"UGT8","Mock","ZIKV",4.41856,2.90822,-0.603438,3e-04,"yes",0.00165341326156105,"Not_significant"
"RPL32P3","Mock","ZIKV",5.34933,3.58805,-0.576161,3e-04,"yes",0.00165341326156105,"Not_significant"
"METTL23","Mock","ZIKV",16.9674,11.5392,-0.55623,3e-04,"yes",0.00165341326156105,"Not_significant"
"CEND1","Mock","ZIKV",10.7107,7.44074,-0.525532,3e-04,"yes",0.00165341326156105,"Not_significant"
"TTC30A","Mock","ZIKV",4.19793,2.96209,-0.50306,3e-04,"yes",0.00165341326156105,"Not_significant"
"MORN2","Mock","ZIKV",33.1916,23.5355,-0.49598,3e-04,"yes",0.00165341326156105,"Not_significant"
"ST3GAL1","Mock","ZIKV",2.71616,1.92736,-0.494944,3e-04,"yes",0.00165341326156105,"Not_significant"
"PET100","Mock","ZIKV",150.828,108.497,-0.475253,3e-04,"yes",0.00165341326156105,"Not_significant"
"DCLRE1A","Mock","ZIKV",5.6516,4.11339,-0.45833,3e-04,"yes",0.00165341326156105,"Not_significant"
"TMEM206","Mock","ZIKV",16.6027,12.1893,-0.445805,3e-04,"yes",0.00165341326156105,"Not_significant"
"EGFEM1P","Mock","ZIKV",7.0846,5.20684,-0.444279,3e-04,"yes",0.00165341326156105,"Not_significant"
"MPI","Mock","ZIKV",15.9111,11.7855,-0.433015,3e-04,"yes",0.00165341326156105,"Not_significant"
"FAM161A","Mock","ZIKV",8.89489,6.61272,-0.427733,3e-04,"yes",0.00165341326156105,"Not_significant"
"PDE3B","Mock","ZIKV",8.11888,6.12485,-0.406606,3e-04,"yes",0.00165341326156105,"Not_significant"
"ECHDC1","Mock","ZIKV",23.9556,18.1866,-0.397483,3e-04,"yes",0.00165341326156105,"Not_significant"
"GUCD1","Mock","ZIKV",11.3432,8.62537,-0.395172,3e-04,"yes",0.00165341326156105,"Not_significant"
"SIGMAR1","Mock","ZIKV",35.2804,27.0024,-0.385783,3e-04,"yes",0.00165341326156105,"Not_significant"
"PATZ1","Mock","ZIKV",35.4488,27.1896,-0.382684,3e-04,"yes",0.00165341326156105,"Not_significant"
"LOC389906","Mock","ZIKV",38.554,29.6331,-0.379672,3e-04,"yes",0.00165341326156105,"Not_significant"
"C5orf24","Mock","ZIKV",20.1985,15.5771,-0.374825,3e-04,"yes",0.00165341326156105,"Not_significant"
"ADAMTSL1","Mock","ZIKV",19.755,15.3419,-0.364741,3e-04,"yes",0.00165341326156105,"Not_significant"
"RGMA","Mock","ZIKV",71.6227,56.0055,-0.35485,3e-04,"yes",0.00165341326156105,"Not_significant"
"SCD5","Mock","ZIKV",43.8974,34.3523,-0.353729,3e-04,"yes",0.00165341326156105,"Not_significant"
"H2AFY","Mock","ZIKV",170.187,133.875,-0.346236,3e-04,"yes",0.00165341326156105,"Not_significant"
"SLC39A10","Mock","ZIKV",34.1712,26.8826,-0.346113,3e-04,"yes",0.00165341326156105,"Not_significant"
"BDP1","Mock","ZIKV",11.0762,13.9776,0.335651,3e-04,"yes",0.00165341326156105,"Not_significant"
"ARF4","Mock","ZIKV",110.32,139.492,0.338481,3e-04,"yes",0.00165341326156105,"Not_significant"
"SMAD4","Mock","ZIKV",19.6399,24.911,0.342997,3e-04,"yes",0.00165341326156105,"Not_significant"
"FADS2","Mock","ZIKV",276.883,353.551,0.352644,3e-04,"yes",0.00165341326156105,"Not_significant"
"MED1","Mock","ZIKV",15.9958,20.4795,0.356486,3e-04,"yes",0.00165341326156105,"Not_significant"
"CSDA","Mock","ZIKV",30.4294,38.9973,0.357908,3e-04,"yes",0.00165341326156105,"Not_significant"
"ARL8B","Mock","ZIKV",24.1161,30.9164,0.358379,3e-04,"yes",0.00165341326156105,"Not_significant"
"SEL1L","Mock","ZIKV",15.4611,19.8322,0.3592,3e-04,"yes",0.00165341326156105,"Not_significant"
"RABGAP1","Mock","ZIKV",26.0612,33.6516,0.368773,3e-04,"yes",0.00165341326156105,"Not_significant"
"USP42","Mock","ZIKV",9.88012,12.8057,0.374185,3e-04,"yes",0.00165341326156105,"Not_significant"
"FAM76B","Mock","ZIKV",14.4355,18.7144,0.374533,3e-04,"yes",0.00165341326156105,"Not_significant"
"MEIS1","Mock","ZIKV",14.4866,18.7876,0.375055,3e-04,"yes",0.00165341326156105,"Not_significant"
"ZNF254","Mock","ZIKV",19.8879,25.7985,0.375398,3e-04,"yes",0.00165341326156105,"Not_significant"
"SIPA1L3","Mock","ZIKV",5.58787,7.28164,0.381966,3e-04,"yes",0.00165341326156105,"Not_significant"
"TBL1X","Mock","ZIKV",10.3896,13.5388,0.381969,3e-04,"yes",0.00165341326156105,"Not_significant"
"GPR137C","Mock","ZIKV",13.6253,17.7754,0.3836,3e-04,"yes",0.00165341326156105,"Not_significant"
"ZKSCAN2","Mock","ZIKV",8.12533,10.6266,0.387183,3e-04,"yes",0.00165341326156105,"Not_significant"
"MUT","Mock","ZIKV",12.1085,15.8485,0.388327,3e-04,"yes",0.00165341326156105,"Not_significant"
"ZNF561","Mock","ZIKV",9.00877,11.8395,0.39421,3e-04,"yes",0.00165341326156105,"Not_significant"
"ALS2","Mock","ZIKV",13.8575,18.2562,0.39772,3e-04,"yes",0.00165341326156105,"Not_significant"
"DSTYK","Mock","ZIKV",5.6545,7.45078,0.397992,3e-04,"yes",0.00165341326156105,"Not_significant"
"PARN","Mock","ZIKV",11.0692,14.6363,0.403003,3e-04,"yes",0.00165341326156105,"Not_significant"
"FKBP15","Mock","ZIKV",7.49567,9.94123,0.407366,3e-04,"yes",0.00165341326156105,"Not_significant"
"MEF2D","Mock","ZIKV",7.54628,10.0298,0.410462,3e-04,"yes",0.00165341326156105,"Not_significant"
"GCLC","Mock","ZIKV",6.34877,8.44724,0.412003,3e-04,"yes",0.00165341326156105,"Not_significant"
"ZNF667","Mock","ZIKV",7.10322,9.49661,0.41894,3e-04,"yes",0.00165341326156105,"Not_significant"
"LPCAT3","Mock","ZIKV",11.4667,15.376,0.423226,3e-04,"yes",0.00165341326156105,"Not_significant"
"RHBDD1","Mock","ZIKV",5.41091,7.25995,0.424087,3e-04,"yes",0.00165341326156105,"Not_significant"
"SH3YL1","Mock","ZIKV",11.8323,15.9941,0.434806,3e-04,"yes",0.00165341326156105,"Not_significant"
"CACNB4","Mock","ZIKV",2.82631,3.84598,0.444434,3e-04,"yes",0.00165341326156105,"Not_significant"
"ZNF853","Mock","ZIKV",6.81576,9.27582,0.444599,3e-04,"yes",0.00165341326156105,"Not_significant"
"ERCC4","Mock","ZIKV",2.92723,3.99724,0.449467,3e-04,"yes",0.00165341326156105,"Not_significant"
"POLM","Mock","ZIKV",5.99488,8.2963,0.468736,3e-04,"yes",0.00165341326156105,"Not_significant"
"FAM200A","Mock","ZIKV",5.99317,8.34438,0.477486,3e-04,"yes",0.00165341326156105,"Not_significant"
"CNRIP1","Mock","ZIKV",6.07716,8.59326,0.499807,3e-04,"yes",0.00165341326156105,"Not_significant"
"RDH14","Mock","ZIKV",6.60032,9.63745,0.546117,3e-04,"yes",0.00165341326156105,"Not_significant"
"LIN7A","Mock","ZIKV",5.43848,8.33085,0.615261,3e-04,"yes",0.00165341326156105,"Not_significant"
"ATG4D","Mock","ZIKV",12.9192,20.5923,0.672584,3e-04,"yes",0.00165341326156105,"Not_significant"
"MSTN","Mock","ZIKV",0.494845,1.09285,1.14304,3e-04,"yes",0.00165341326156105,"Up_in_ZIKV"
"CLEC4A","Mock","ZIKV",0.871973,2.32313,1.41372,3e-04,"yes",0.00165341326156105,"Up_in_ZIKV"
"HIST1H2BN","Mock","ZIKV",1.28205,5.81919,2.18237,3e-04,"yes",0.00165341326156105,"Up_in_ZIKV"
"SGPP2","Mock","ZIKV",1.46204,0.226524,-2.69025,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV"
"LOC100506469","Mock","ZIKV",7.22757,2.27879,-1.66524,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV"
"DBX1","Mock","ZIKV",2.32104,0.815923,-1.50827,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV"
"C7orf57","Mock","ZIKV",0.94348,0.342847,-1.46043,0.00035,"yes",0.00190382757787974,"Down_in_ZIKV"
"ZNF789","Mock","ZIKV",9.2368,4.62058,-0.99932,0.00035,"yes",0.00190382757787974,"Not_significant"
"CCDC37","Mock","ZIKV",1.8053,0.934314,-0.950263,0.00035,"yes",0.00190382757787974,"Not_significant"
"DHFRL1","Mock","ZIKV",1.83804,1.001,-0.876726,0.00035,"yes",0.00190382757787974,"Not_significant"
"LOC338758","Mock","ZIKV",1.53009,0.840958,-0.863514,0.00035,"yes",0.00190382757787974,"Not_significant"
"PQLC3","Mock","ZIKV",2.60835,1.43835,-0.858724,0.00035,"yes",0.00190382757787974,"Not_significant"
"ELK3","Mock","ZIKV",2.28624,1.28453,-0.83173,0.00035,"yes",0.00190382757787974,"Not_significant"
"IPP","Mock","ZIKV",6.02425,3.39884,-0.82574,0.00035,"yes",0.00190382757787974,"Not_significant"
"PCSK6","Mock","ZIKV",1.34513,0.79859,-0.752214,0.00035,"yes",0.00190382757787974,"Not_significant"
"SGSM3","Mock","ZIKV",21.7747,13.7299,-0.665334,0.00035,"yes",0.00190382757787974,"Not_significant"
"RP1-177G6.2","Mock","ZIKV",8.35755,5.40648,-0.628391,0.00035,"yes",0.00190382757787974,"Not_significant"
"LINC00643","Mock","ZIKV",1.29505,0.840656,-0.62342,0.00035,"yes",0.00190382757787974,"Not_significant"
"TM6SF1","Mock","ZIKV",5.70101,3.75898,-0.600878,0.00035,"yes",0.00190382757787974,"Not_significant"
"SAYSD1","Mock","ZIKV",7.24459,4.9342,-0.554087,0.00035,"yes",0.00190382757787974,"Not_significant"
"MGC57346","Mock","ZIKV",16.7057,11.5211,-0.536058,0.00035,"yes",0.00190382757787974,"Not_significant"
"ENHO","Mock","ZIKV",15.0187,10.383,-0.532538,0.00035,"yes",0.00190382757787974,"Not_significant"
"FAM127B","Mock","ZIKV",41.1739,29.4598,-0.482981,0.00035,"yes",0.00190382757787974,"Not_significant"
"TCTEX1D2","Mock","ZIKV",45.5835,33.4309,-0.447328,0.00035,"yes",0.00190382757787974,"Not_significant"
"NDUFB1","Mock","ZIKV",105.02,77.4496,-0.439334,0.00035,"yes",0.00190382757787974,"Not_significant"
"TUSC2","Mock","ZIKV",19.7246,14.9282,-0.401955,0.00035,"yes",0.00190382757787974,"Not_significant"
"C21orf33","Mock","ZIKV",35.4449,26.8601,-0.400114,0.00035,"yes",0.00190382757787974,"Not_significant"
"SNRPD2","Mock","ZIKV",151.04,115.693,-0.384632,0.00035,"yes",0.00190382757787974,"Not_significant"
"GPAA1","Mock","ZIKV",45.7002,35.1063,-0.380471,0.00035,"yes",0.00190382757787974,"Not_significant"
"GLI2","Mock","ZIKV",18.4997,14.3178,-0.369695,0.00035,"yes",0.00190382757787974,"Not_significant"
"UNCX","Mock","ZIKV",80.6672,62.5569,-0.366812,0.00035,"yes",0.00190382757787974,"Not_significant"
"RAI14","Mock","ZIKV",30.031,23.4128,-0.359156,0.00035,"yes",0.00190382757787974,"Not_significant"
"FZD3","Mock","ZIKV",37.245,29.0967,-0.356192,0.00035,"yes",0.00190382757787974,"Not_significant"
"DLG2","Mock","ZIKV",19.7968,25.0726,0.340846,0.00035,"yes",0.00190382757787974,"Not_significant"
"FASN","Mock","ZIKV",101.286,128.589,0.344342,0.00035,"yes",0.00190382757787974,"Not_significant"
"YME1L1","Mock","ZIKV",54.0164,69.1305,0.355924,0.00035,"yes",0.00190382757787974,"Not_significant"
"GDAP1L1","Mock","ZIKV",28.1322,36.0416,0.357438,0.00035,"yes",0.00190382757787974,"Not_significant"
"OTUD3","Mock","ZIKV",8.97851,11.6377,0.374262,0.00035,"yes",0.00190382757787974,"Not_significant"
"NAA25","Mock","ZIKV",8.68524,11.2832,0.377539,0.00035,"yes",0.00190382757787974,"Not_significant"
"TULP3","Mock","ZIKV",15.1607,19.7118,0.378722,0.00035,"yes",0.00190382757787974,"Not_significant"
"LYST","Mock","ZIKV",2.77054,3.60428,0.379545,0.00035,"yes",0.00190382757787974,"Not_significant"
"SLC12A2","Mock","ZIKV",7.11997,9.3118,0.38719,0.00035,"yes",0.00190382757787974,"Not_significant"
"ATG2A","Mock","ZIKV",5.76483,7.59828,0.398394,0.00035,"yes",0.00190382757787974,"Not_significant"
"LIMS1","Mock","ZIKV",9.81017,12.9745,0.403332,0.00035,"yes",0.00190382757787974,"Not_significant"
"SLC25A38","Mock","ZIKV",11.344,15.2263,0.424627,0.00035,"yes",0.00190382757787974,"Not_significant"
"CCDC115","Mock","ZIKV",18.1225,24.4628,0.432808,0.00035,"yes",0.00190382757787974,"Not_significant"
"TTC21A","Mock","ZIKV",4.24333,5.78286,0.446586,0.00035,"yes",0.00190382757787974,"Not_significant"
"LHFPL4","Mock","ZIKV",3.21366,4.38649,0.448849,0.00035,"yes",0.00190382757787974,"Not_significant"
"DISP1","Mock","ZIKV",3.76055,5.13487,0.449382,0.00035,"yes",0.00190382757787974,"Not_significant"
"SSR4","Mock","ZIKV",106.098,146.372,0.464241,0.00035,"yes",0.00190382757787974,"Not_significant"
"DMRT3","Mock","ZIKV",6.77902,9.35812,0.465142,0.00035,"yes",0.00190382757787974,"Not_significant"
"ALKBH8","Mock","ZIKV",2.94376,4.11395,0.482866,0.00035,"yes",0.00190382757787974,"Not_significant"
"PCYT1A","Mock","ZIKV",8.58456,12.1627,0.502642,0.00035,"yes",0.00190382757787974,"Not_significant"
"HCN2","Mock","ZIKV",2.2354,3.31424,0.568141,0.00035,"yes",0.00190382757787974,"Not_significant"
"ADPRM","Mock","ZIKV",4.33901,6.83231,0.655007,0.00035,"yes",0.00190382757787974,"Not_significant"
"SLFN5","Mock","ZIKV",0.990629,1.61534,0.705417,0.00035,"yes",0.00190382757787974,"Not_significant"
"OSBPL6","Mock","ZIKV",2.54146,5.07626,0.998106,0.00035,"yes",0.00190382757787974,"Not_significant"
"TNFRSF13C","Mock","ZIKV",2.11856,0.590572,-1.8429,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV"
"UQCRHL","Mock","ZIKV",5.62237,1.8745,-1.58467,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV"
"FGF8","Mock","ZIKV",2.8065,1.03958,-1.43277,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV"
"BCHE","Mock","ZIKV",0.868902,0.336776,-1.3674,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV"
"TAPT1-AS1","Mock","ZIKV",0.908081,0.364586,-1.31656,4e-04,"yes",0.00214728312678742,"Down_in_ZIKV"
"ZNF552","Mock","ZIKV",1.66254,0.859938,-0.951082,4e-04,"yes",0.00214728312678742,"Not_significant"
"RNASEH2B","Mock","ZIKV",4.69071,2.95314,-0.667555,4e-04,"yes",0.00214728312678742,"Not_significant"
"LOC650368","Mock","ZIKV",7.39242,4.65513,-0.667225,4e-04,"yes",0.00214728312678742,"Not_significant"
"KCNJ12,KCNJ18","Mock","ZIKV",1.57861,1.02056,-0.629291,4e-04,"yes",0.00214728312678742,"Not_significant"
"SPEF2","Mock","ZIKV",3.02206,1.9572,-0.626737,4e-04,"yes",0.00214728312678742,"Not_significant"
"SCNN1D","Mock","ZIKV",4.37509,2.95442,-0.56644,4e-04,"yes",0.00214728312678742,"Not_significant"
"AKAP7","Mock","ZIKV",3.59253,2.43096,-0.563477,4e-04,"yes",0.00214728312678742,"Not_significant"
"PAFAH2","Mock","ZIKV",3.14766,2.1537,-0.547466,4e-04,"yes",0.00214728312678742,"Not_significant"
"CPS1","Mock","ZIKV",2.68137,1.87091,-0.519229,4e-04,"yes",0.00214728312678742,"Not_significant"
"PLIN5","Mock","ZIKV",7.29602,5.13001,-0.508147,4e-04,"yes",0.00214728312678742,"Not_significant"
"CCDC109B","Mock","ZIKV",13.9162,9.80009,-0.505899,4e-04,"yes",0.00214728312678742,"Not_significant"
"RRNAD1","Mock","ZIKV",10.3545,7.4994,-0.465412,4e-04,"yes",0.00214728312678742,"Not_significant"
"EBPL","Mock","ZIKV",26.2533,19.0716,-0.461076,4e-04,"yes",0.00214728312678742,"Not_significant"
"LOC100128288","Mock","ZIKV",9.08416,6.60077,-0.460719,4e-04,"yes",0.00214728312678742,"Not_significant"
"XYLT2","Mock","ZIKV",6.89822,5.05895,-0.447386,4e-04,"yes",0.00214728312678742,"Not_significant"
"ARHGEF25","Mock","ZIKV",17.7098,13.1589,-0.428507,4e-04,"yes",0.00214728312678742,"Not_significant"
"UXS1","Mock","ZIKV",23.1388,17.3311,-0.416946,4e-04,"yes",0.00214728312678742,"Not_significant"
"RSPO1","Mock","ZIKV",21.6891,16.6862,-0.378315,4e-04,"yes",0.00214728312678742,"Not_significant"
"ANGEL2","Mock","ZIKV",11.4546,8.82589,-0.376112,4e-04,"yes",0.00214728312678742,"Not_significant"
"PRDX2","Mock","ZIKV",356.859,278.711,-0.356588,4e-04,"yes",0.00214728312678742,"Not_significant"
"NCBP2","Mock","ZIKV",61.6132,48.3156,-0.350749,4e-04,"yes",0.00214728312678742,"Not_significant"
"IGF2BP3","Mock","ZIKV",51.882,40.7284,-0.349198,4e-04,"yes",0.00214728312678742,"Not_significant"
"CDK5RAP3","Mock","ZIKV",79.1016,62.443,-0.341166,4e-04,"yes",0.00214728312678742,"Not_significant"
"NGFRAP1","Mock","ZIKV",204.48,162.796,-0.328898,4e-04,"yes",0.00214728312678742,"Not_significant"
"DYNC1LI1","Mock","ZIKV",34.2181,43.244,0.337739,4e-04,"yes",0.00214728312678742,"Not_significant"
"RABEP1","Mock","ZIKV",29.451,37.3529,0.342907,4e-04,"yes",0.00214728312678742,"Not_significant"
"PEAK1","Mock","ZIKV",4.78535,6.0701,0.343095,4e-04,"yes",0.00214728312678742,"Not_significant"
"SLC16A2","Mock","ZIKV",17.4604,22.2504,0.349742,4e-04,"yes",0.00214728312678742,"Not_significant"
"IST1","Mock","ZIKV",46.3471,59.0648,0.349819,4e-04,"yes",0.00214728312678742,"Not_significant"
"ATCAY","Mock","ZIKV",40.6103,51.9904,0.3564,4e-04,"yes",0.00214728312678742,"Not_significant"
"PPME1","Mock","ZIKV",24.7298,31.7072,0.35856,4e-04,"yes",0.00214728312678742,"Not_significant"
"TNPO1","Mock","ZIKV",51.5137,66.1942,0.361748,4e-04,"yes",0.00214728312678742,"Not_significant"
"SRRT","Mock","ZIKV",49.4242,63.608,0.36399,4e-04,"yes",0.00214728312678742,"Not_significant"
"PPP2R2A","Mock","ZIKV",15.2177,19.7341,0.374939,4e-04,"yes",0.00214728312678742,"Not_significant"
"ABCE1","Mock","ZIKV",16.6121,21.7209,0.386848,4e-04,"yes",0.00214728312678742,"Not_significant"
"ARF6","Mock","ZIKV",14.2673,18.6871,0.389329,4e-04,"yes",0.00214728312678742,"Not_significant"
"MRPL38","Mock","ZIKV",20.2923,26.7216,0.397076,4e-04,"yes",0.00214728312678742,"Not_significant"
"HES1","Mock","ZIKV",20.5117,27.1174,0.402768,4e-04,"yes",0.00214728312678742,"Not_significant"
"AIFM1","Mock","ZIKV",13.7696,18.2328,0.405052,4e-04,"yes",0.00214728312678742,"Not_significant"
"PPTC7","Mock","ZIKV",6.10551,8.10331,0.4084,4e-04,"yes",0.00214728312678742,"Not_significant"
"VPS33B","Mock","ZIKV",9.45471,12.5799,0.412016,4e-04,"yes",0.00214728312678742,"Not_significant"
"COL7A1","Mock","ZIKV",1.9929,2.68317,0.42907,4e-04,"yes",0.00214728312678742,"Not_significant"
"SERINC5","Mock","ZIKV",3.61311,4.86831,0.430178,4e-04,"yes",0.00214728312678742,"Not_significant"
"NBPF14","Mock","ZIKV",7.51253,10.146,0.433547,4e-04,"yes",0.00214728312678742,"Not_significant"
"TENM1","Mock","ZIKV",0.918501,1.26629,0.463258,4e-04,"yes",0.00214728312678742,"Not_significant"
"ZNF581","Mock","ZIKV",12.694,17.7735,0.485583,4e-04,"yes",0.00214728312678742,"Not_significant"
"ZNF30","Mock","ZIKV",3.48949,5.10276,0.548261,4e-04,"yes",0.00214728312678742,"Not_significant"
"MLX","Mock","ZIKV",8.78368,13.1528,0.582475,4e-04,"yes",0.00214728312678742,"Not_significant"
"HELB","Mock","ZIKV",0.785129,1.36726,0.800284,4e-04,"yes",0.00214728312678742,"Not_significant"
"IFIT3","Mock","ZIKV",0.149628,0.698178,2.22222,4e-04,"yes",0.00214728312678742,"Up_in_ZIKV"
"PRR22","Mock","ZIKV",1.15967,0.198456,-2.54683,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV"
"RASD2","Mock","ZIKV",0.646209,0.216057,-1.58059,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV"
"RHPN1-AS1","Mock","ZIKV",1.08773,0.413471,-1.39547,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV"
"SYNDIG1","Mock","ZIKV",1.06302,0.458469,-1.21328,0.00045,"yes",0.00238612288135593,"Down_in_ZIKV"
"NOXA1","Mock","ZIKV",2.15401,1.08231,-0.992911,0.00045,"yes",0.00238612288135593,"Not_significant"
"ZNF257","Mock","ZIKV",0.921706,0.475533,-0.954761,0.00045,"yes",0.00238612288135593,"Not_significant"
"ZNF135","Mock","ZIKV",5.15695,2.77878,-0.892068,0.00045,"yes",0.00238612288135593,"Not_significant"
"SLC16A13","Mock","ZIKV",2.65063,1.43276,-0.88754,0.00045,"yes",0.00238612288135593,"Not_significant"
"LRR1","Mock","ZIKV",7.20798,4.41035,-0.708703,0.00045,"yes",0.00238612288135593,"Not_significant"
"DICER1-AS1","Mock","ZIKV",8.86719,5.42994,-0.70754,0.00045,"yes",0.00238612288135593,"Not_significant"
"MRPS28","Mock","ZIKV",16.9424,11.0965,-0.61053,0.00045,"yes",0.00238612288135593,"Not_significant"
"ADCY7","Mock","ZIKV",1.54491,1.02713,-0.588903,0.00045,"yes",0.00238612288135593,"Not_significant"
"LYRM5","Mock","ZIKV",12.7408,8.78724,-0.535968,0.00045,"yes",0.00238612288135593,"Not_significant"
"VANGL1","Mock","ZIKV",1.37661,0.95524,-0.527183,0.00045,"yes",0.00238612288135593,"Not_significant"
"LRFN4","Mock","ZIKV",21.4437,15.2346,-0.493202,0.00045,"yes",0.00238612288135593,"Not_significant"
"FASTKD1","Mock","ZIKV",5.5725,3.96332,-0.491615,0.00045,"yes",0.00238612288135593,"Not_significant"
"C19orf60","Mock","ZIKV",26.1186,18.599,-0.48985,0.00045,"yes",0.00238612288135593,"Not_significant"
"FAHD1","Mock","ZIKV",11.5601,8.33371,-0.472121,0.00045,"yes",0.00238612288135593,"Not_significant"
"CSTF2","Mock","ZIKV",10.8508,7.90187,-0.457536,0.00045,"yes",0.00238612288135593,"Not_significant"
"ALDH4A1","Mock","ZIKV",7.92965,5.77585,-0.457223,0.00045,"yes",0.00238612288135593,"Not_significant"
"CCHCR1","Mock","ZIKV",12.4899,9.22838,-0.436614,0.00045,"yes",0.00238612288135593,"Not_significant"
"ZDHHC13","Mock","ZIKV",11.6355,8.64559,-0.4285,0.00045,"yes",0.00238612288135593,"Not_significant"
"FAM5B","Mock","ZIKV",9.44297,7.06638,-0.418268,0.00045,"yes",0.00238612288135593,"Not_significant"
"RFC5","Mock","ZIKV",20.5026,15.5994,-0.394314,0.00045,"yes",0.00238612288135593,"Not_significant"
"KIAA1609","Mock","ZIKV",7.52902,5.74607,-0.389886,0.00045,"yes",0.00238612288135593,"Not_significant"
"MAGEH1","Mock","ZIKV",39.0353,30.0666,-0.376616,0.00045,"yes",0.00238612288135593,"Not_significant"
"UQCRH","Mock","ZIKV",203.437,156.962,-0.374161,0.00045,"yes",0.00238612288135593,"Not_significant"
"DGCR8","Mock","ZIKV",26.7443,20.6916,-0.370185,0.00045,"yes",0.00238612288135593,"Not_significant"
"ITGB1","Mock","ZIKV",120.058,93.633,-0.358642,0.00045,"yes",0.00238612288135593,"Not_significant"
"NUS1","Mock","ZIKV",16.9209,21.4354,0.341188,0.00045,"yes",0.00238612288135593,"Not_significant"
"TMEM33","Mock","ZIKV",13.1516,16.6987,0.344493,0.00045,"yes",0.00238612288135593,"Not_significant"
"PTPN12","Mock","ZIKV",37.0799,47.1395,0.346299,0.00045,"yes",0.00238612288135593,"Not_significant"
"KIF5A","Mock","ZIKV",33.9022,43.5233,0.360408,0.00045,"yes",0.00238612288135593,"Not_significant"
"RBM42","Mock","ZIKV",32.9947,42.4404,0.363205,0.00045,"yes",0.00238612288135593,"Not_significant"
"SALL1","Mock","ZIKV",9.81026,12.6812,0.370325,0.00045,"yes",0.00238612288135593,"Not_significant"
"CYTH3","Mock","ZIKV",11.253,14.568,0.372496,0.00045,"yes",0.00238612288135593,"Not_significant"
"UNC80","Mock","ZIKV",3.98804,5.16734,0.373742,0.00045,"yes",0.00238612288135593,"Not_significant"
"BAZ2A","Mock","ZIKV",31.7639,41.2107,0.37563,0.00045,"yes",0.00238612288135593,"Not_significant"
"ZNF275","Mock","ZIKV",7.25524,9.41902,0.376555,0.00045,"yes",0.00238612288135593,"Not_significant"
"AGO2","Mock","ZIKV",14.1172,18.3662,0.379599,0.00045,"yes",0.00238612288135593,"Not_significant"
"LATS2","Mock","ZIKV",7.18609,9.40101,0.38761,0.00045,"yes",0.00238612288135593,"Not_significant"
"ZNF614","Mock","ZIKV",4.06603,5.48315,0.431384,0.00045,"yes",0.00238612288135593,"Not_significant"
"CHIC1","Mock","ZIKV",2.70748,3.65893,0.434474,0.00045,"yes",0.00238612288135593,"Not_significant"
"KLHL26","Mock","ZIKV",4.82432,6.64742,0.462469,0.00045,"yes",0.00238612288135593,"Not_significant"
"ZKSCAN3","Mock","ZIKV",3.7819,5.21622,0.463891,0.00045,"yes",0.00238612288135593,"Not_significant"
"PRKCE","Mock","ZIKV",2.18088,3.03107,0.474915,0.00045,"yes",0.00238612288135593,"Not_significant"
"CAMK1D","Mock","ZIKV",8.04067,11.1826,0.475862,0.00045,"yes",0.00238612288135593,"Not_significant"
"ZNF429","Mock","ZIKV",5.75911,8.11097,0.494028,0.00045,"yes",0.00238612288135593,"Not_significant"
"UBOX5","Mock","ZIKV",3.7737,5.78661,0.61674,0.00045,"yes",0.00238612288135593,"Not_significant"
"ZNF324B","Mock","ZIKV",1.67273,2.58753,0.629371,0.00045,"yes",0.00238612288135593,"Not_significant"
"CEBPA","Mock","ZIKV",1.80786,2.85529,0.659354,0.00045,"yes",0.00238612288135593,"Not_significant"
"DEPTOR","Mock","ZIKV",0.200496,0.637943,1.66986,0.00045,"yes",0.00238612288135593,"Up_in_ZIKV"
"HIST1H2BH","Mock","ZIKV",7.27066,2.31014,-1.65411,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV"
"NOXRED1","Mock","ZIKV",1.03235,0.340545,-1.60001,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV"
"KRT19","Mock","ZIKV",1.38417,0.494017,-1.48639,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV"
"CYB561D2","Mock","ZIKV",7.76366,3.20632,-1.27582,5e-04,"yes",0.00262345679012346,"Down_in_ZIKV"
"MDH1B","Mock","ZIKV",1.56089,0.803306,-0.958345,5e-04,"yes",0.00262345679012346,"Not_significant"
