GeneSymbol,in_Zika_Up,in_Zika_Down,in_Dengue_Up,in_Dengue_Down
ELK1,True,False,False,False
ELK3,False,True,False,False
ELK4,True,False,False,False
ELL,True,False,False,False
ELL2,True,False,True,False
ELMO1,False,True,False,False
ELMOD2,False,True,True,False
ELMSAN1,True,False,False,False
ELOC,False,False,True,False
ELOVL2,False,True,False,False
ELOVL3,False,False,True,False
ELOVL4,True,False,False,False
ELOVL5,True,False,False,True
ELOVL6,True,False,False,False
ELP2,True,False,False,False
ELP3,False,False,True,False
ELP4,True,False,False,False
ELP5,False,True,False,False
ELP6,False,True,True,False
EMB,False,True,False,False
EMC1,False,False,True,False
EMC2,False,False,True,False
EMC3,True,False,False,False
EMC4,False,True,True,False
EMC7,True,False,True,False
EMC8,True,False,False,False
EMC9,False,False,True,False
EME1,False,False,True,False
EME2,False,True,False,False
EMG1,False,True,True,False
EMID1,False,True,False,False
EMILIN2,False,True,False,False
EMILIN3,False,True,False,False
EML2,True,False,False,False
EML3,False,True,False,True
EMP1,False,True,True,False
EMP2,False,True,False,False
EMX2OS,False,True,False,False
ENC1,False,False,False,True
ENGASE,False,True,False,False
ENHO,False,True,False,True
ENKUR,False,True,False,True
ENO1,False,True,True,False
ENO2,False,False,False,True
ENO4,False,True,False,False
ENOPH1,True,False,True,False
ENOSF1,False,True,False,False
ENPP1,False,True,False,False
ENPP2,False,False,True,False
ENPP3,False,False,False,True
ENPP6,False,False,True,False
ENPP7,False,False,True,False
ENSA,False,True,False,False
ENTHD2,True,False,False,False
ENTPD1,False,True,True,False
ENTPD4,False,True,True,False
ENTPD7,False,False,True,False
ENTR1,False,False,False,True
ENY2,False,True,False,False
EOGT,False,False,True,False
EOMES,False,True,False,False
EP300,True,False,False,False
EP400,True,False,False,True
EPB41,False,True,False,False
EPB41L2,False,True,False,False
EPB41L4A,False,True,False,False
EPB41L4A-AS1,True,False,False,False
EPB49,True,False,False,False
EPC1,True,False,False,True
EPC2,False,False,False,True
EPDR1,False,False,True,False
EPG5,True,False,False,False
EPHA1,False,False,False,True
EPHA2,True,False,False,False
EPHA4,True,False,False,True
EPHA5,True,False,False,False
EPHA7,False,True,False,False
EPHB1,False,True,False,False
EPHB2,False,True,True,False
EPHB3,False,False,False,True
EPHB4,False,True,False,False
EPHB6,False,False,False,True
EPHX1,True,False,False,False
EPHX2,False,True,False,True
EPHX4,False,False,False,True
EPOP,False,False,True,False
EPPK1,False,True,False,True
EPRS,True,False,False,False
EPRS1,False,False,True,False
EPS15,True,False,False,False
EPS15L1,True,False,False,False
EPS8L2,False,False,False,True
EPSTI1,True,False,True,False
EPT1,True,False,False,False
ERAL1,False,False,True,False
ERBB2,False,True,False,True
ERC1,False,False,True,False
ERC2,True,False,False,False
ERCC1,False,True,False,True
ERCC2,True,False,False,False
ERCC3,True,False,False,False
ERCC4,True,False,False,False
ERCC5,True,False,False,False
ERCC6,True,False,False,True
ERCC6L,False,False,True,False
ERF,True,False,False,False
ERGIC1,False,True,False,False
ERGIC2,False,False,True,False
ERH,False,False,True,False
ERI1,False,True,True,False
ERI2,False,False,True,False
ERICH3,False,False,True,False
ERLEC1,False,False,True,False
ERLIN1,False,True,True,False
ERLIN2,False,True,True,False
ERMAP,False,True,False,False
ERN1,True,False,False,False
ERO1A,False,False,True,False
ERO1B,False,False,True,False
ERO1LB,True,False,False,False
ERP27,False,False,False,True
ERP29,False,False,True,False
ERP44,False,False,True,False
ERRFI1,True,False,False,True
ERV3-1,False,False,False,True
ERVK13-1,False,True,False,False
ESCO1,True,False,False,False
ESCO2,False,True,True,False
ESF1,False,False,True,False
ESPL1,False,True,True,False
ESR1,False,False,True,False
ESYT1,False,True,False,False
ESYT2,False,False,False,True
ETF1,True,False,True,False
ETFA,False,False,True,False
ETFB,False,False,True,False
ETFDH,False,False,True,False
ETFRF1,False,False,True,False
ETNK1,False,False,True,False
ETNK2,False,False,False,True
ETS1,False,False,False,True
ETS2,True,False,False,False
ETV3,True,False,False,True
ETV5,True,False,True,False
ETV7,True,False,True,False
EVA1C,False,False,False,True
EVC,False,True,False,False
EVI2A,False,True,False,False
EVI2B,False,True,False,False
EVI5,True,False,False,False
EVI5L,True,False,False,False
EVL,False,False,False,True
EWSR1,False,True,True,False
EXD2,False,True,False,False
EXD3,False,True,False,True
EXO1,False,True,True,False
EXOC4,True,False,False,False
EXOC5,False,False,True,False
EXOC6,False,False,True,False
EXOC6B,False,False,False,True
EXOC7,False,True,False,False
EXOC8,True,False,False,False
EXOSC1,False,False,True,False
EXOSC10,False,False,True,False
EXOSC2,False,False,True,False
EXOSC3,False,True,True,False
EXOSC4,False,False,True,False
EXOSC6,False,False,False,True
EXOSC7,False,False,True,False
EXOSC8,False,False,True,False
EXOSC9,False,False,True,False
EXT1,True,False,False,False
EXT2,False,True,False,False
EXTL2,False,True,False,False
EXTL3,False,True,False,False
EYA2,False,True,True,False
EYA3,False,False,True,False
EZH1,False,True,False,False
EZH2,True,False,True,False
EZR,False,True,False,False
F12,False,False,True,False
F2R,False,True,False,True
F8A1,False,False,False,True
FAAP24,False,False,True,False
FABP5,False,True,True,False
FABP7,False,True,False,False
FADD,True,False,True,False
FADS2,True,False,False,False
FADS3,False,False,False,True
FAF1,True,False,False,False
FAF2,False,False,True,False
FAHD1,False,True,False,False
FAHD2A,False,True,False,False
FAHD2B,False,True,False,False
FAIM2,True,False,False,False
FAM101B,False,True,False,False
FAM102A,True,False,False,False
FAM104B,False,True,False,False
FAM105A,False,True,False,False
FAM107A,False,True,False,False
FAM107B,True,False,False,True
FAM108A1,True,False,False,False
FAM109A,False,True,False,False
FAM110A,False,True,False,True
FAM110B,True,False,False,False
FAM110C,False,False,False,True
FAM111A,False,True,False,False
FAM111B,False,True,True,False
FAM114A1,True,False,False,False
FAM114A2,False,False,True,False
FAM117A,True,False,False,True
FAM117B,False,False,False,True
FAM120AOS,False,False,True,False
FAM120B,True,False,False,False
FAM122A,True,False,False,False
FAM122B,False,True,False,False
FAM124B,False,False,False,True
FAM126B,True,False,False,False
FAM127A,False,True,False,False
FAM127B,False,True,False,False
FAM127C,False,True,False,False
FAM129A,True,False,False,False
FAM129B,False,True,False,False
FAM131A,True,False,False,False
FAM131B,False,False,False,True
FAM132A,True,False,False,False
FAM134B,True,False,False,False
FAM135A,True,False,False,False
FAM136A,False,True,False,False
FAM13A,False,True,False,False
FAM149A,False,False,True,False
FAM154B,False,True,False,False
FAM160A2,True,False,False,False
FAM160B1,True,False,False,False
FAM161A,False,True,False,False
FAM161B,True,False,False,False
FAM167A,True,False,False,True
FAM169A,True,False,False,True
FAM171A1,False,True,True,False
FAM171B,True,False,False,False
FAM173B,False,True,False,False
FAM175A,False,True,False,False
FAM175B,True,False,False,False
FAM179B,True,False,False,False
FAM181A,False,True,False,False
FAM182A,False,True,False,False
FAM184A,True,False,False,False
FAM188A,True,False,False,False
FAM189A1,False,True,False,False
FAM192A,False,True,False,False
FAM193B,True,False,False,False
FAM195A,True,False,False,False
FAM195B,False,True,False,False
FAM200A,True,False,False,False
FAM200B,False,True,False,False
FAM204A,True,False,False,False
FAM208B,True,False,False,False
FAM20A,False,False,True,False
FAM20B,False,True,False,False
FAM210B,False,True,False,False
FAM211B,True,False,False,False
FAM213B,False,True,False,False
FAM214A,True,False,False,False
FAM214B,True,False,False,False
FAM219A,False,False,False,True
FAM219B,False,True,False,True
FAM220A,True,False,False,False
FAM222A,True,False,False,False
FAM222B,True,False,False,False
FAM226A,False,True,False,False
FAM228B,False,False,False,True
FAM229A,False,False,False,True
FAM22F,True,False,False,False
FAM26F,True,False,False,False
FAM3C,True,False,True,False
FAM43A,True,False,False,True
FAM46B,True,False,False,False
FAM47E,False,True,False,False
FAM53B,False,False,False,True
FAM53C,True,False,False,False
FAM57A,False,True,False,False
FAM5B,False,True,False,False
FAM63A,False,True,False,False
FAM63B,True,False,False,False
FAM64A,False,True,False,False
FAM65A,True,False,False,False
FAM66C,False,True,False,False
FAM72A,False,False,True,False
FAM72B,False,True,True,False
FAM72C,False,False,True,False
FAM72D,False,True,True,False
FAM73A,True,False,False,False
FAM76A,True,False,False,False
FAM76B,True,False,False,False
FAM81A,False,True,False,False
FAM81B,False,False,False,True
FAM83D,False,True,False,False
FAM83H,False,True,False,False
FAM84B,True,False,False,False
FAM86B1,False,True,False,True
FAM86B3P,False,True,False,False
FAM86C2P,False,True,False,False
FAM86EP,False,True,False,False
FAM86HP,False,True,False,False
FAM86JP,False,True,False,False
FAM89A,False,False,True,False
FAM89B,False,True,False,False
FAM90A1,False,False,True,False
FAM91A1,True,False,True,False
FAM92B,False,True,False,False
FAM98A,False,False,True,False
FAM98B,False,False,True,False
FAM98C,False,False,False,True
FANCA,False,True,True,False
FANCB,False,True,True,False
FANCC,False,True,True,False
FANCD2,False,True,True,False
FANCF,True,False,False,False
FANCG,False,True,True,False
FANCI,False,True,True,False
FANCL,False,True,True,False
FANCM,False,False,True,False
FANK1,False,True,False,False
FAR1,False,False,True,False
FARS2,True,False,False,False
FARSA,True,False,True,False
FARSB,False,False,True,False
FAS,True,False,False,False
FASN,True,False,False,False
FASTK,False,True,False,False
FASTKD1,False,True,True,False
FASTKD2,False,False,True,False
FASTKD3,False,False,True,False
FAT3,True,False,False,False
FAT4,False,True,False,True
FAUP4,False,False,True,False
FBH1,False,False,True,False
FBL,False,True,False,False
FBLL1,True,False,False,False
FBLN2,False,True,False,True
FBLN5,False,True,False,True
FBLN7,False,True,False,True
FBN1,False,True,False,False
FBN2,False,True,False,False
FBN3,False,True,False,False
FBP1,False,False,False,True
FBRS,True,False,False,False
FBRSL1,False,False,False,True
FBXL12,True,False,False,True
FBXL14,False,False,False,True
FBXL16,False,False,False,True
FBXL17,True,False,False,True
FBXL19-AS1,False,True,False,False
FBXL2,False,True,False,False
FBXL20,True,False,False,False
FBXL3,True,False,False,False
FBXO11,True,False,False,False
FBXO16,True,False,True,False
FBXO22,False,False,True,False
FBXO25,True,False,False,False
FBXO28,True,False,False,False
FBXO3,True,False,False,False
FBXO31,True,False,False,True
FBXO32,False,False,False,True
FBXO38,True,False,True,False
FBXO39,False,False,True,False
FBXO4,False,False,True,False
FBXO41,False,False,False,True
FBXO42,True,False,False,False
FBXO43,False,False,True,False
FBXO44,False,True,False,False
FBXO45,True,False,False,False
FBXO48,False,False,True,False
FBXO5,False,True,True,False
FBXO6,True,False,True,False
FBXO8,False,False,True,False
FBXW11,True,False,False,False
FBXW4,False,False,False,True
FBXW5,True,False,False,False
FBXW7,True,False,False,False
FCER1A,False,False,False,True
FCER2,False,False,False,True
FCF1,False,False,True,False
FCGBP,False,False,False,True
FCGR1A,False,False,True,False
FCGR1BP,False,False,True,False
FCGRT,False,False,False,True
FCHO1,True,False,False,False
FCHO2,True,False,False,False
FCHSD1,False,True,False,False
FCHSD2,True,False,False,False
FCMR,False,False,False,True
FCRL1,False,False,False,True
FCRL3,False,False,False,True
FCRL5,False,False,True,False
FCRL6,False,False,False,True
FCRLA,False,False,False,True
FDFT1,True,False,False,False
FDPS,False,False,True,False
FDX1,False,False,True,False
FDX2,False,False,True,False
FDXACB1,False,False,True,False
FDXR,True,False,True,False
FECH,True,False,False,False
FEM1A,True,False,False,False
FEM1B,True,False,False,False
FEM1C,True,False,False,False
FEN1,False,True,True,False
FER,True,False,False,False
FERMT2,True,False,False,False
FERRY3,False,False,True,False
FEZ1,True,False,False,True
FEZF1,False,True,False,False
FEZF1-AS1,False,True,False,False
FEZF2,False,True,False,False
FGD5-AS1,False,True,False,False
FGF14-AS2,False,True,False,False
FGF8,False,True,False,False
FGF9,False,True,False,True
FGFBP2,False,False,False,True
FGFBP3,False,True,False,True
FGFR1,False,True,False,False
FGFR1OP2,True,False,True,False
FGFR2,True,False,False,True
FGFR3,False,True,False,False
FGFRL1,False,True,False,False
FGGY,False,True,False,False
FH,False,False,True,False
FHAD1,False,True,False,False
FHIP1A,False,False,False,True
FHL1,False,False,False,True
FHL3,True,False,False,False
FICD,True,False,True,False
FIG4,False,True,False,False
FIGN,True,False,False,False
FIGNL1,False,True,True,False
FIGNL2,False,True,False,False
FILIP1L,True,False,False,False
FIP1L1,True,False,False,False
FIRRM,False,False,True,False
FIZ1,False,True,False,False
FKBP10,False,True,False,True
FKBP11,False,True,True,False
FKBP14,False,False,True,False
FKBP15,True,True,False,False
FKBP1A,False,True,False,False
FKBP2,False,False,True,False
FKBP3,False,False,True,False
FKBP4,True,False,False,False
FKBP5,False,True,True,False
FKBP7,False,False,True,False
FKBP9,False,True,False,False
FKBPL,False,False,True,False
FKTN,False,True,False,False
FLCN,True,False,False,False
FLJ10038,False,True,False,False
FLJ14186,True,False,False,False
FLJ16779,False,True,False,False
FLJ31306,False,True,False,False
FLJ33630,False,True,False,False
FLJ35282,False,True,False,False
FLJ42875,False,True,False,False
FLJ45340,True,False,False,False
FLJ46906,False,True,False,False
FLNA,False,True,False,True
FLNB,False,True,False,False
FLOT1,True,False,False,False
FLRT1,True,False,False,False
FLRT2,True,False,False,False
FLRT3,True,False,False,False
FLT1,False,False,True,False
FLT3LG,False,False,False,True
FLT4,False,True,False,False
FLVCR1-AS1,False,True,False,False
FLYWCH1,True,False,False,False
FMNL2,False,False,True,False
FMNL3,False,False,False,True
FMO5,False,False,False,True
FMR1,True,False,False,False
FN1,False,True,True,False
FN3K,True,False,False,False
FN3KRP,False,True,True,False
FNBP1,True,False,False,True
FNBP4,True,False,False,True
FNDC10,False,False,False,True
FNDC11,False,False,False,True
FNDC3A,False,False,True,False
FNDC3B,True,False,True,False
FNDC5,False,True,False,False
FNIP1,True,False,False,False
FNTA,True,False,False,False
FOCAD,False,False,True,False
FOLR2,False,False,False,True
FOS,False,True,False,False
FOSB,False,True,False,False
FOSL1,True,False,False,False
FOSL2,False,False,False,True
FOXB1,True,False,False,False
FOXC1,False,False,True,False
FOXD1,False,False,False,True
FOXD2,False,False,False,True
FOXI3,True,False,False,False
FOXJ1,False,True,False,False
FOXJ2,True,False,False,True
FOXJ3,True,False,False,False
FOXK1,True,False,False,False
FOXK2,True,False,False,False
FOXM1,False,True,True,False
FOXN2,True,False,False,False
FOXN3,True,False,False,True
FOXN4,False,True,False,False
FOXO1,True,False,False,True
FOXO3,True,False,False,True
FOXO4,False,True,False,False
FOXO6,False,False,False,True
FOXP1,False,False,False,True
FOXP2,False,True,False,False
FOXP4,False,False,False,True
FOXRED1,False,False,True,False
FOXRED2,False,True,True,False
FPGS,False,True,False,False
FPGT,False,True,True,False
FPR3,False,True,True,False
FRAS1,False,True,False,False
FRG1B,False,True,False,False
FRMD3,True,False,True,False
FRMD4A,False,True,False,False
FRMD6,True,False,False,False
FRMPD3,False,False,False,True
FRRS1,False,False,True,False
FRS2,True,False,False,True
FRS3,True,False,False,False
FRY,True,False,False,True
FSAF1,False,False,True,False
FST,True,False,False,False
FSTL1,False,True,False,False
FSTL3,False,True,False,False
FSTL5,True,False,False,False
FTL,True,False,False,False
FTO,True,False,False,False
FTSJ1,False,False,True,False
FTSJ3,False,False,True,False
FTSJD1,True,False,False,False
FUBP1,False,True,False,False
FUBP3,True,False,False,False
FUCA2,False,True,True,False
FUK,False,True,False,False
FUNDC1,False,False,True,False
FUNDC2,False,False,True,False
FUS,False,True,True,False
FUT2,False,True,False,False
FUT3,True,False,False,False
FUT8,False,True,True,False
FXR1,True,False,False,False
FXR2,True,False,False,False
FXYD1,False,True,False,True
FXYD2,False,False,False,True
FXYD5,False,False,False,True
FXYD6,False,True,False,False
FXYD7,False,False,False,True
FYN,False,False,False,True
FYTTD1,True,False,False,False
FZD2,False,True,False,False
FZD3,False,True,False,False
FZD4,False,True,False,True
FZD5,True,False,True,False
FZD7,False,True,False,False
FZR1,True,False,False,False
G0S2,False,False,False,True
G2E3,False,True,True,False
G3BP1,False,False,True,False
GAA,False,True,False,False
GAB1,False,False,True,False
GAB2,True,False,False,False
GAB3,False,False,False,True
GABARAPL1,False,False,False,True
GABARAPL2,False,True,False,False
GABBR1,False,True,False,False
GABPB1-AS1,False,True,False,False
GABRR2,True,False,True,False
GAD1,True,False,False,False
GADD45A,True,False,False,False
GADD45B,True,False,False,False
GADD45G,True,False,False,False
GADD45GIP1,False,False,True,False
GAK,True,False,False,False
GAL3ST2,True,False,False,False
GAL3ST4,False,False,False,True
GALC,False,True,False,False
GALE,False,False,True,False
GALK2,True,False,True,False
GALM,False,False,True,False
GALNT1,False,True,False,False
GALNT10,False,False,False,True
GALNT11,False,True,False,True
GALNT12,False,True,False,True
GALNT14,False,False,True,False
GALNT16,False,True,False,False
GALNT18,False,True,True,False
GALNT2,False,True,True,False
GALNT3,False,False,True,False
GALNT7,False,True,False,False
GALNT8,True,False,False,False
GALR2,False,False,True,False
GAMT,False,False,False,True
GAN,True,False,False,False
GANAB,False,True,True,False
GANC,True,False,False,False
GAP43,True,False,False,False
GAPDH,False,False,True,False
GAPLINC,False,True,False,False
GAPVD1,True,False,False,False
GAR1,False,True,True,False
GAREM,True,False,False,False
GAREM1,False,False,True,False
GAREM2,False,False,False,True
GARNL3,False,False,True,False
GARRE1,False,False,False,True
GARS,True,False,False,False
GARS1,False,False,True,False
GART,False,True,True,False
GAS1,True,False,False,True
GAS2L3,False,True,False,False
GAS6,False,True,True,False
GAS7,True,False,False,False
GATA2,False,False,False,True
GATA3,False,False,False,True
GATA6,False,False,False,True
GATAD1,True,False,False,True
GATAD2A,True,False,False,False
GATAD2B,True,False,False,False
GATB,False,False,True,False
GATD1,False,False,False,True
GATM,False,True,False,False
GATS,False,True,False,False
GBA,False,True,False,False
GBA1,False,False,True,False
GBF1,True,False,True,False
GBGT1,False,True,False,False
GBP1,True,False,True,False
GBP2,True,False,False,False
GBP3,False,False,True,False
GBP4,True,False,False,False
GBP5,True,False,True,False
GBP6,False,False,True,False
GCAT,False,False,True,False
GCC1,True,False,False,False
GCC2,True,False,False,False
GCDH,False,True,True,False
GCH1,True,False,True,False
GCHFR,False,False,False,True
GCLC,True,False,False,False
GCN1,False,False,True,False
GCNT1,False,True,True,False
GCNT2,False,True,False,False
GCSAM,False,False,False,True
GCSH,False,True,True,False
GDAP1,False,False,True,False
GDAP1L1,True,False,False,False
GDAP2,True,False,False,False
GDF1,True,False,False,False
GDF10,False,True,False,False
GDF11,False,True,False,True
GDF15,True,False,False,False
GDF7,False,False,False,True
GDF9,False,False,False,True
GDI2,False,True,False,False
GDPD2,False,True,False,False
GDPD3,False,False,False,True
GDPGP1,False,False,True,False
GEM,True,False,False,False
GEMIN2,True,False,True,False
GEMIN6,False,False,True,False
GEMIN7,False,False,True,False
GEN1,False,True,True,False
GFM1,False,False,True,False
GFM2,False,True,True,False
GFOD1,True,False,False,True
GFPT1,True,False,True,False
GFRA1,False,True,False,False
GGA3,True,False,False,False
GGCT,False,True,True,False
GGCX,False,False,True,False
GGH,False,True,True,False
GGNBP2,True,False,False,False
GGT7,False,True,False,True
GHDC,False,True,False,False
GHITM,True,False,True,False
GHRL,False,True,False,False
GID4,True,False,False,False
GIGYF1,False,True,False,True
GIGYF2,True,False,False,False
GIMAP1-GIMAP5,False,False,True,False
GINS1,False,True,True,False
GINS2,False,True,True,False
GINS3,False,True,True,False
GINS4,False,True,True,False
GIPC1,False,False,False,True
GIT1,False,False,False,True
GIT2,True,False,False,False
GJA1,False,True,False,False
GJC1,False,True,False,False
GJD2,False,True,False,False
GJD3,False,False,True,False
GKAP1,True,False,False,False
GLA,False,False,True,False
GLB1L,False,True,False,False
GLB1L2,False,True,False,False
GLB1L3,False,True,False,False
GLCCI1,True,False,True,False
GLDC,False,True,True,False
GLDN,False,False,True,False
GLE1,False,False,True,False
GLI2,False,True,False,False
GLI3,False,True,False,True
GLI4,False,True,False,False
GLIPR1,False,True,False,True
GLIPR2,False,True,False,False
GLIS2,True,False,False,False
GLMN,False,False,True,False
GLRX,False,True,True,False
GLRX2,False,False,True,False
GLRX3,False,False,True,False
GLS,True,False,True,False
GLS2,False,False,False,True
GLT25D1,False,True,False,False
GLTP,False,False,False,True
GLTPD2,False,True,False,True
GLTSCR1,True,False,False,False
GLUL,False,True,False,False
GLYATL2,False,True,False,False
GLYCTK,False,True,False,False
GM2A,False,True,True,False
GMCL1,True,False,False,False
GMDS,False,False,True,False
GMEB2,False,True,False,True
GMFB,False,False,True,False
GMIP,False,True,False,False
GMNN,False,True,True,False
GMPPA,True,False,True,False
GMPPB,False,False,True,False
GMPR,False,False,True,False
GMPR2,False,True,False,False
GNA12,False,False,False,True
GNA13,True,False,False,False
GNAI1,False,False,False,True
GNAO1,True,False,False,True
GNAQ,True,False,False,False
GNAZ,False,False,False,True
GNB3,False,False,True,False
GNB4,False,True,True,False
GNE,False,False,True,False
GNG10,False,True,False,False
GNG11,False,True,False,False
GNG2,False,False,False,True
GNG4,False,True,False,False
GNG5,False,False,True,False
GNG7,False,True,False,False
GNL2,False,False,True,False
GNL3,True,False,True,False
GNPAT,False,False,True,False
GNPDA1,False,False,True,False
GNPNAT1,False,True,True,False
GNPTAB,False,True,False,False
GNRHR2,False,True,False,False
GOLGA1,True,False,False,False
GOLGA2,True,False,True,False
GOLGA2P5,False,True,False,False
GOLGA3,True,False,True,False
GOLGA4,True,False,False,False
GOLGA5,True,False,True,False
GOLGA7B,False,False,False,True
GOLGA8N,False,False,False,True
GOLGA8O,False,False,False,True
GOLGA8Q,False,False,False,True
GOLGA8R,False,False,False,True
GOLGB1,True,False,True,False
GOLIM4,False,True,True,False
GOLM1,False,True,False,False
GOLPH3,True,False,True,False
GOLPH3L,True,False,True,False
GOLT1B,True,False,True,False
GON4L,True,False,False,True
GON7,False,False,True,False
GOPC,True,False,False,False
GORAB,True,False,False,False
GORASP1,True,False,False,False
GORASP2,True,False,True,False
GOSR2,False,False,True,False
GOT1,True,False,True,False
GOT2,False,True,False,False
GPA33,True,False,False,True
GPAA1,False,True,False,False
GPAM,False,True,False,False
GPANK1,False,False,True,False
GPATCH1,True,False,False,False
GPATCH11,True,False,False,False
GPATCH2,True,False,False,False
GPATCH2L,True,False,False,True
GPATCH3,False,False,True,False
GPATCH4,False,True,True,False
GPATCH8,True,False,False,True
GPBP1,True,False,False,False
GPBP1L1,True,False,False,False
GPC1,False,True,False,False
GPC2,False,True,False,False
GPC3,False,True,False,False
GPC4,False,True,False,True
GPCPD1,True,False,False,False
GPD2,False,True,True,False
GPHN,True,False,False,False
GPHRA,False,False,True,False
GPKOW,False,False,True,False
GPM6A,True,False,False,False
GPM6B,False,True,False,False
GPN3,False,False,True,False
GPR1,False,True,False,False
GPR125,False,True,False,False
GPR137C,True,False,True,False
GPR150,False,False,False,True
GPR153,False,False,False,True
GPR157,False,False,False,True
GPR160,False,False,True,False
GPR161,False,True,False,False
GPR162,False,False,False,True
GPR173,False,True,False,False
GPR176,True,False,False,False
GPR180,False,False,True,False
GPR183,False,True,False,True
GPR19,True,False,False,False
GPR37,True,False,False,False
GPR63,False,False,True,False
GPR68,False,False,False,True
GPR84,False,False,True,False
GPRC5B,False,True,False,False
GPRC5C,True,False,False,False
GPRC5D,False,False,True,False
GPRIN2,False,True,False,False
GPRIN3,True,False,False,False
GPS2,True,False,False,False
GPT2,True,False,True,False
GPX3,False,False,False,True
GPX7,False,True,True,False
GRAMD1A,True,False,False,True
GRAMD1B,True,False,False,False
GRAMD1C,False,True,False,True
GRB10,True,False,False,False
GRB14,False,True,False,False
GRHL1,True,False,False,False
GRIK3,False,True,False,False
GRIK5,True,False,False,False
GRIN2A,False,True,False,False
GRIN2B,True,False,False,False
GRIN2D,True,False,False,False
GRIN3A,False,False,True,False
GRIP1,True,False,False,True
GRIPAP1,False,True,True,False
GRM2,False,True,False,False
GRM8,False,True,False,False
GRN,False,True,False,False
GRPEL1,True,False,False,False
GRPEL2,True,False,False,False
GRTP1,False,True,False,False
GRWD1,False,False,True,False
GSAP,False,True,False,False
GSE1,False,False,False,True
GSK3B,True,False,False,False
GSKIP,True,False,True,False
GSN,False,True,False,False
GSPT1,False,False,True,False
GSPT2,True,False,False,False
GSR,False,False,True,False
GSS,False,True,True,False
GSTA4,False,True,False,True
GSTCD,False,False,True,False
GSTK1,False,True,False,True
GSTM2,False,True,False,False
GSTO1,False,True,False,False
GSTP1,False,True,False,False
GSTT1,False,True,False,False
GSTZ1,False,True,True,False
GTDC2,False,True,False,False
GTF2A1,True,False,True,False
GTF2A2,False,False,True,False
GTF2B,True,False,True,False
GTF2E1,False,False,True,False
GTF2E2,True,False,True,False
GTF2F1,True,False,False,False
GTF2F2,False,False,True,False
GTF2H2,False,False,True,False
GTF2H2B,False,True,False,False
GTF2H2C,False,False,True,False
GTF2H3,False,False,True,False
GTF2H4,False,False,True,False
GTF2H5,False,True,False,False
GTF2I,False,True,False,False
GTF2IRD1,True,False,False,False
GTF2IRD2B,False,False,False,True
GTF3C2,False,True,False,False
GTF3C3,False,False,True,False
GTF3C4,True,False,False,False
GTF3C6,False,False,True,False
GTPBP1,True,False,True,False
GTPBP10,True,False,False,False
GTPBP4,False,False,True,False
GTPBP8,False,False,True,False
GTSE1,False,True,True,False
GUCA1A,False,True,False,False
GUCA1B,True,False,False,False
GUCD1,False,True,False,False
GUCY1A2,True,False,False,False
GUF1,False,False,True,False
GUK1,True,False,False,False
GUSB,False,True,True,False
GXYLT1,False,True,False,False
GYG1,True,False,True,False
GYG2,False,True,False,False
GYPC,True,False,False,False
GZF1,True,False,False,False
GZMM,False,False,False,True
H1-0,False,False,True,False
H1-2,False,False,True,False
H19,False,True,False,False
H1FX,False,True,False,False
H2AC13,False,False,True,False
H2AC14,False,False,True,False
H2AC16,False,False,True,False
H2AC17,False,False,True,False
H2AC7,False,False,True,False
H2AFV,False,True,False,False
H2AFX,False,True,False,False
H2AFY,False,True,False,False
H2AFY2,False,True,False,False
H2AFZ,False,True,False,False
H2AJ,False,False,True,False
H2AX,False,False,True,False
H2AZ1,False,False,True,False
H2AZ2,False,False,True,False
H2BC13,False,False,True,False
H2BC15,False,False,True,False
H2BC17,False,False,True,False
H2BC5,False,False,True,False
H3C4,False,False,True,False
H3F3B,True,False,False,False
H4C14,False,False,True,False
H4C15,False,False,True,False
H4C8,False,False,True,False
H6PD,False,True,False,True
HABP4,True,False,False,True
HACD3,False,False,True,False
HACL2,False,False,True,False
HADH,False,False,True,False
HAGHL,False,False,False,True
HAPLN1,False,True,False,False
HAPLN2,False,True,False,False
HAPLN3,True,False,False,False
HARS1,False,False,True,False
HARS2,True,False,False,False
HAS1,True,False,False,False
HASPIN,False,False,True,False
HAT1,False,True,True,False
HAUS1,False,True,True,False
HAUS4,False,True,False,False
HAUS5,False,True,False,False
HAUS6,False,True,True,False
HAUS7,False,True,False,False
HAUS8,False,True,True,False
HAVCR2,False,True,True,False
HAX1,True,False,True,False
HBEGF,True,False,False,True
HBP1,True,False,False,False
HBS1L,True,False,True,False
HCCS,False,False,True,False
HCFC1,False,True,False,False
HCFC2,True,False,True,False
HCG18,False,True,False,False
HCK,True,False,False,False
HCN1,False,True,False,False
HCN2,True,False,False,False
HCN3,False,True,False,True
HCN4,True,False,False,False
HCST,False,False,False,True
HDAC10,True,False,False,False
HDAC2,False,False,True,False
HDAC3,False,False,False,True
HDAC5,True,False,False,False
HDAC8,False,True,True,False
HDAC9,True,False,False,False
HDDC2,False,True,False,False
HDGF,False,True,False,False
HDGFL3,False,False,False,True
HDGFRP2,True,False,False,False
HDLBP,True,False,True,False
HDLBP-AS1,False,False,True,False
HEATR2,False,True,False,False
HEATR3,False,False,True,False
HEATR5B,False,False,False,True
HEATR9,False,False,False,True
HECA,True,False,False,True
HECTD3,False,False,True,False
HECTD4,True,False,False,True
HEG1,True,False,False,False
HELB,True,False,True,False
HELLS,False,True,True,False
HELQ,True,False,False,False
HELZ,True,False,False,False
