miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT1121363,hsa-miR-3135b,hsa,LSG1,55341.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2264832,hsa-miR-324-3p,hsa,LSG1,55341.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2264849,hsa-miR-576-3p,hsa,LSG1,55341.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2264856,hsa-miR-140-3p,hsa,LSM11,134353.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2264865,hsa-miR-1262,hsa,LSM12,124801.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2264872,hsa-miR-4677-5p,hsa,LSM12,124801.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2264881,hsa-miR-409-3p,hsa,LSM14A,26065.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1121681,hsa-miR-146b-3p,hsa,LSM14B,149986.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1121703,hsa-miR-324-3p,hsa,LSM14B,149986.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1121778,hsa-miR-769-5p,hsa,LSM14B,149986.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2264971,hsa-miR-4511,hsa,LTBP1,4052.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265000,hsa-miR-361-3p,hsa,LTN1,26046.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265001,hsa-miR-3688-3p,hsa,LTN1,26046.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265012,hsa-miR-576-3p,hsa,LTN1,26046.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265036,hsa-miR-324-3p,hsa,LUC7L2,51631.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265055,hsa-miR-671-5p,hsa,LUC7L2,51631.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT737761,hsa-miR-3120-5p,hsa,LUC7L3,51747.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265113,hsa-miR-455-3p,hsa,LUC7L3,51747.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1122502,hsa-miR-3188,hsa,LUZP1,7798.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1122534,hsa-miR-4470,hsa,LUZP1,7798.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1122674,hsa-miR-4677-5p,hsa,LUZP6,767558.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1122685,hsa-miR-885-5p,hsa,LUZP6,767558.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1122748,hsa-miR-361-3p,hsa,LY6E,4061.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1122783,hsa-miR-4498,hsa,LY6E,4061.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1122794,hsa-miR-4654,hsa,LY6E,4061.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265227,hsa-miR-4746-5p,hsa,LY6E,4061.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1122827,hsa-miR-491-5p,hsa,LY6E,4061.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265230,hsa-miR-3125,hsa,LY6G5C,80741.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1123050,hsa-miR-28-5p,hsa,LY86,9450.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265255,hsa-miR-3188,hsa,LYN,4067.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1123186,hsa-miR-28-5p,hsa,LYPD3,27076.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265284,hsa-miR-409-3p,hsa,LYPD3,27076.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1123211,hsa-miR-4746-5p,hsa,LYPD3,27076.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265295,hsa-miR-491-5p,hsa,LYPD3,27076.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1123450,hsa-miR-4677-5p,hsa,LYPLA1,10434.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1123456,hsa-miR-4796-5p,hsa,LYPLA1,10434.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1123460,hsa-miR-548ag,hsa,LYPLA1,10434.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265366,hsa-miR-361-3p,hsa,LYPLA2,11313.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265376,hsa-miR-491-5p,hsa,LYPLA2,11313.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265386,hsa-miR-4796-5p,hsa,LYPLAL1,127018.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1123636,hsa-miR-3188,hsa,LYRM2,57226.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265418,hsa-miR-455-3p,hsa,LYRM2,57226.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1123897,hsa-miR-3135b,hsa,LYRM7,90624.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035038,hsa-miR-361-3p,hsa,LYRM7,90624.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265476,hsa-miR-4498,hsa,LYRM7,90624.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1124046,hsa-miR-324-3p,hsa,LYSMD1,388695.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035146,hsa-miR-3125,hsa,LZTFL1,54585.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265598,hsa-miR-885-5p,hsa,LZTFL1,54585.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035196,hsa-miR-769-5p,hsa,LZTS1,11178.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035212,hsa-miR-491-5p,hsa,LZTS2,84445.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265645,hsa-miR-3140-3p,hsa,M6PR,4074.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265665,hsa-miR-455-3p,hsa,M6PR,4074.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265672,hsa-miR-491-5p,hsa,M6PR,4074.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1124632,hsa-miR-548ag,hsa,M6PR,4074.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1124768,hsa-miR-3140-3p,hsa,MAB21L3,126868.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265721,hsa-miR-2355-3p,hsa,MACC1,346389.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265725,hsa-miR-3135b,hsa,MACC1,346389.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1124841,hsa-miR-324-3p,hsa,MACC1,346389.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265750,hsa-miR-4654,hsa,MACC1,346389.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1124968,hsa-miR-885-5p,hsa,MACF1,23499.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035345,hsa-miR-654-5p,hsa,MAF1,84232.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035379,hsa-miR-3125,hsa,MAFG,4097.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035385,hsa-miR-361-3p,hsa,MAFG,4097.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2265968,hsa-miR-769-5p,hsa,MAFG,4097.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266019,hsa-miR-3688-3p,hsa,MAGEB4,4115.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266040,hsa-miR-3688-3p,hsa,MAGEE1,57692.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266065,hsa-miR-3688-3p,hsa,MAGI2,9863.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266131,hsa-miR-4654,hsa,MAGOHB,55110.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266137,hsa-miR-491-5p,hsa,MAGOHB,55110.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035598,hsa-miR-140-3p,hsa,MAGT1,84061.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035621,hsa-miR-4511,hsa,MAGT1,84061.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1126232,hsa-miR-4654,hsa,MAGT1,84061.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035634,hsa-miR-4796-5p,hsa,MAGT1,84061.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266161,hsa-miR-885-5p,hsa,MAGT1,84061.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266168,hsa-miR-4511,hsa,MAK16,84549.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035690,hsa-miR-2355-3p,hsa,MAL2,114569.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035693,hsa-miR-3125,hsa,MAL2,114569.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1126545,hsa-miR-3135b,hsa,MAL2,114569.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266214,hsa-miR-4470,hsa,MAL2,114569.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035739,hsa-miR-4677-5p,hsa,MAL2,114569.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1126635,hsa-miR-548ag,hsa,MAL2,114569.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1126641,hsa-miR-576-3p,hsa,MAL2,114569.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266235,hsa-miR-654-5p,hsa,MALL,7851.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266247,hsa-miR-3188,hsa,MALT1,10892.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035836,hsa-miR-2355-5p,hsa,MAML1,9794.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1126816,hsa-miR-361-3p,hsa,MAML1,9794.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2035909,hsa-miR-491-5p,hsa,MAML1,9794.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266302,hsa-miR-671-5p,hsa,MAML1,9794.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266304,hsa-miR-140-3p,hsa,MAML2,84441.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266335,hsa-miR-4470,hsa,MAN1A1,4121.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2036027,hsa-miR-548ag,hsa,MAN1A2,10905.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266377,hsa-miR-671-5p,hsa,MAN1A2,10905.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266394,hsa-miR-3135b,hsa,MAN2A2,4122.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1127370,hsa-miR-146b-3p,hsa,MAN2B2,23324.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266454,hsa-miR-2355-5p,hsa,MANEAL,149175.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1127526,hsa-miR-3135b,hsa,MANEAL,149175.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1127567,hsa-miR-769-5p,hsa,MANSC1,54682.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266514,hsa-miR-1262,hsa,MAP1LC3A,84557.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266516,hsa-miR-140-3p,hsa,MAP1LC3A,84557.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1127851,hsa-miR-658,hsa,MAP1LC3C,440738.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266568,hsa-miR-140-3p,hsa,MAP2K1,5604.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2036343,hsa-miR-1262,hsa,MAP2K3,5606.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2036345,hsa-miR-146b-3p,hsa,MAP2K3,5606.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266599,hsa-miR-455-3p,hsa,MAP2K3,5606.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266636,hsa-miR-409-3p,hsa,MAP2K4,6416.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2036438,hsa-miR-654-5p,hsa,MAP2K7,5609.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2036443,hsa-miR-361-3p,hsa,MAP3K10,4294.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1128236,hsa-miR-2355-5p,hsa,MAP3K1,4214.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266782,hsa-miR-3188,hsa,MAP3K14,9020.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266797,hsa-miR-576-3p,hsa,MAP3K14,9020.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2036505,hsa-miR-3135b,hsa,MAP3K15,389840.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266826,hsa-miR-3120-5p,hsa,MAP3K2,10746.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2036631,hsa-miR-4796-5p,hsa,MAP3K2,10746.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2036660,hsa-miR-654-5p,hsa,MAP3K2,10746.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1128876,hsa-miR-2355-5p,hsa,MAP3K3,4215.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2036714,hsa-miR-491-5p,hsa,MAP3K3,4215.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266950,hsa-miR-3135b,hsa,MAP3K9,4293.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2036810,hsa-miR-361-3p,hsa,MAP3K9,4293.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1129460,hsa-miR-3140-3p,hsa,MAP4K3,8491.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1129476,hsa-miR-3688-3p,hsa,MAP4K3,8491.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1129479,hsa-miR-409-3p,hsa,MAP4K3,8491.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1129530,hsa-miR-885-5p,hsa,MAP4K3,8491.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2266995,hsa-miR-3125,hsa,MAP4K4,9448.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267036,hsa-miR-3125,hsa,MAP6D1,79929.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1130111,hsa-miR-140-3p,hsa,MAPK1,5594.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267126,hsa-miR-2355-5p,hsa,MAPK1,5594.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1130154,hsa-miR-3125,hsa,MAPK1,5594.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1130236,hsa-miR-4511,hsa,MAPK1,5594.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1130287,hsa-miR-491-5p,hsa,MAPK1,5594.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267193,hsa-miR-885-5p,hsa,MAPK1,5594.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267196,hsa-miR-654-5p,hsa,MAPK13,5603.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1130470,hsa-miR-4654,hsa,MAPK14,1432.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1130524,hsa-miR-1262,hsa,MAPK1IP1L,93487.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2037224,hsa-miR-2355-3p,hsa,MAPK1IP1L,93487.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2037254,hsa-miR-409-3p,hsa,MAPK1IP1L,93487.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1130702,hsa-miR-4470,hsa,MAPK1IP1L,93487.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1130731,hsa-miR-4677-5p,hsa,MAPK1IP1L,93487.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1130846,hsa-miR-671-5p,hsa,MAPK1IP1L,93487.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1131129,hsa-miR-576-3p,hsa,MAPK6,5597.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267283,hsa-miR-769-5p,hsa,MAPK8IP1,9479.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267298,hsa-miR-491-5p,hsa,MAPK8IP3,23162.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267312,hsa-miR-324-3p,hsa,MAPK9,5601.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1131448,hsa-miR-3125,hsa,MAPKAPK2,9261.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1131436,hsa-miR-576-3p,hsa,MAPKAPK2,9261.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267366,hsa-miR-3140-3p,hsa,MAPKAPK3,7867.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267371,hsa-miR-4498,hsa,MAPKAPK3,7867.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1131547,hsa-miR-4746-5p,hsa,MAPKAPK5,8550.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2037470,hsa-miR-1262,hsa,MAPRE1,22919.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2037477,hsa-miR-2355-5p,hsa,MAPRE1,22919.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1131697,hsa-miR-4511,hsa,MAPRE1,22919.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267456,hsa-miR-548ag,hsa,MAPRE1,22919.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1131736,hsa-miR-576-3p,hsa,MAPRE1,22919.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2037523,hsa-miR-671-5p,hsa,MAPRE1,22919.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267467,hsa-miR-1262,hsa,MAPRE3,22924.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267480,hsa-miR-4654,hsa,MAPRE3,22924.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267500,hsa-miR-3125,hsa,MAPT,4137.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267502,hsa-miR-324-3p,hsa,MAPT,4137.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267504,hsa-miR-361-3p,hsa,MAPT,4137.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2037695,hsa-miR-140-3p,hsa,MARCKS,4082.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267712,hsa-miR-2355-5p,hsa,MARCKS,4082.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267760,hsa-miR-4511,hsa,MARCKS,4082.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1132421,hsa-miR-548ag,hsa,MARCKS,4082.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2037726,hsa-miR-2355-5p,hsa,MARCKSL1,65108.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1132459,hsa-miR-3135b,hsa,MARCKSL1,65108.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267837,hsa-miR-324-3p,hsa,MARK2,2011.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267847,hsa-miR-409-3p,hsa,MARK3,4140.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1132709,hsa-miR-3135b,hsa,MARK4,57787.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267887,hsa-miR-28-5p,hsa,MARS2,92935.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2037955,hsa-miR-491-5p,hsa,MAST3,23031.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1133136,hsa-miR-654-5p,hsa,MAST3,23031.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1133406,hsa-miR-671-5p,hsa,MAT1A,4143.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2267983,hsa-miR-769-5p,hsa,MAT1A,4143.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1133421,hsa-miR-1262,hsa,MAT2A,4144.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1133432,hsa-miR-140-3p,hsa,MAT2A,4144.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1133453,hsa-miR-28-5p,hsa,MAT2A,4144.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1133466,hsa-miR-3135b,hsa,MAT2A,4144.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1133572,hsa-miR-491-5p,hsa,MAT2A,4144.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1133618,hsa-miR-654-5p,hsa,MAT2A,4144.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1133657,hsa-miR-4677-5p,hsa,MAT2B,27430.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268014,hsa-miR-1262,hsa,MATR3,9782.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268018,hsa-miR-3120-5p,hsa,MATR3,9782.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1133908,hsa-miR-3135b,hsa,MAU2,23383.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268051,hsa-miR-4498,hsa,MAU2,23383.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134032,hsa-miR-1262,hsa,MAVS,57506.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134104,hsa-miR-2355-5p,hsa,MAVS,57506.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268077,hsa-miR-3125,hsa,MAVS,57506.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134172,hsa-miR-324-3p,hsa,MAVS,57506.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134532,hsa-miR-658,hsa,MAVS,57506.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134537,hsa-miR-671-5p,hsa,MAVS,57506.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268108,hsa-miR-324-3p,hsa,MAX,4149.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134632,hsa-miR-4498,hsa,MAX,4149.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134635,hsa-miR-4654,hsa,MAX,4149.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134697,hsa-miR-28-5p,hsa,MAZ,4150.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134703,hsa-miR-3135b,hsa,MAZ,4150.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134727,hsa-miR-4498,hsa,MAZ,4150.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134747,hsa-miR-654-5p,hsa,MAZ,4150.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134946,hsa-miR-28-5p,hsa,MBD3,53615.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134961,hsa-miR-324-3p,hsa,MBD3,53615.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1134991,hsa-miR-455-3p,hsa,MBD3,53615.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268274,hsa-miR-491-5p,hsa,MBD6,114785.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268288,hsa-miR-3125,hsa,MBL2,4153.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1135308,hsa-miR-4470,hsa,MBLAC2,153364.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1135310,hsa-miR-4511,hsa,MBLAC2,153364.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268317,hsa-miR-2355-3p,hsa,MBNL1,4154.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268334,hsa-miR-409-3p,hsa,MBNL1,4154.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1135513,hsa-miR-4677-5p,hsa,MBNL1,4154.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268350,hsa-miR-4796-5p,hsa,MBNL1,4154.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1135396,hsa-miR-576-3p,hsa,MBNL1,4154.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1135568,hsa-miR-885-5p,hsa,MBNL1,4154.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268393,hsa-miR-4470,hsa,MBNL2,10150.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268435,hsa-miR-4677-5p,hsa,MBNL3,55796.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2038563,hsa-miR-548ag,hsa,MBNL3,55796.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268460,hsa-miR-1262,hsa,MBOAT1,154141.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268500,hsa-miR-455-3p,hsa,MBOAT1,154141.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268571,hsa-miR-885-5p,hsa,MBOAT2,129642.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268582,hsa-miR-140-3p,hsa,MBP,4155.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1136024,hsa-miR-3125,hsa,MBP,4155.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268610,hsa-miR-4498,hsa,MBP,4155.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268640,hsa-miR-769-5p,hsa,MBP,4155.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2038691,hsa-miR-3140-3p,hsa,MBTD1,54799.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268719,hsa-miR-671-5p,hsa,MBTD1,54799.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2038750,hsa-miR-140-3p,hsa,MBTPS2,51360.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268793,hsa-miR-4654,hsa,MC2R,4158.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268840,hsa-miR-455-3p,hsa,MCC,4163.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1136655,hsa-miR-409-3p,hsa,MCCC2,64087.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1136691,hsa-miR-4511,hsa,MCCC2,64087.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1136747,hsa-miR-548ag,hsa,MCCC2,64087.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2038899,hsa-miR-671-5p,hsa,MCCC2,64087.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268919,hsa-miR-3125,hsa,MCF2L,23263.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268922,hsa-miR-3140-3p,hsa,MCF2L,23263.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268976,hsa-miR-4498,hsa,MCF2L,23263.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2268977,hsa-miR-4511,hsa,MCF2L,23263.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1136995,hsa-miR-2355-5p,hsa,MCFD2,90411.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT1136940,hsa-miR-3140-3p,hsa,MCFD2,90411.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2269042,hsa-miR-4470,hsa,MCFD2,90411.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2269051,hsa-miR-548ag,hsa,MCFD2,90411.0,hsa,CLIP-seq,Functional MTI (Weak),
MIRT2039032,hsa-miR-769-5p,hsa,MCFD2,90411.0,hsa,CLIP-seq,Functional MTI (Weak),
